Symbol,Links,Close,Change(%),Last Updated At,Open,High,Low,Volume,Volume Score,Market Cap,Sector,Sub Sector
SERVALL,   ,2.8,-3.45,24/05/2017 15:31:12,2.75,3.1,2.75,2601,0.26 X,12.79,NA,NA
SESHAPAPER,   ,771.65,-0.62,24/05/2017 15:31:15,776,789.35,769.6,9009,1.01 X,848.88,Paper,Paper & Paper Boards
SETCO,   ,37.65,-2.46,24/05/2017 15:31:26,38.25,39,37.5,169349,0.37 X,0.00,NA,NA
SFL,   ,1285.5,-1.04,24/05/2017 15:31:09,1298,1318.95,1240,15377,0.74 X,0.00,NA,NA
SGL,   ,13.95,-0.36,24/05/2017 15:31:24,14.2,14.6,13.8,59120,0.0 X,32.55,Textiles,Textiles - General
SHAKTIPUMP,   ,401.2,3.1,24/05/2017 15:31:12,380,411.9,377,2871347,3.57 X,559.69,NA,NA
SHALPAINTS,   ,270.7,-4.53,24/05/2017 15:31:25,284.8,294.45,265.65,323644,0.53 X,516.18,Paints,Paints/Varnishes
SHANKARA,   ,670.8,-1.8,24/05/2017 15:31:10,685,695.5,665.35,143990,0.55 X,0.00,NA,NA
SHANTIGEAR,   ,125.05,-1.81,24/05/2017 15:31:15,127,127.7,123.8,215968,2.73 X,1020.34,Engineering,Engineering - General
SHARDACROP,   ,481.65,-2.66,24/05/2017 15:31:17,495,499.45,479.4,41666,0.9 X,0.00,NA,NA
SHARDAMOTR,   ,1719.05,-3.14,24/05/2017 15:31:22,1775,1825,1702.1,1726,0.94 X,0.00,NA,NA
SHARIABEES,   ,218.8,-4.87,24/05/2017 15:31:26,230,230,218.8,12,0.02 X,0.00,ETF,Shariah Index
SHARONBIO,   ,6.4,2.4,24/05/2017 15:31:12,6.15,6.7,6.1,171679,0.34 X,67.25,NA,NA
SHEMAROO,   ,326.15,0.93,24/05/2017 15:31:17,323.15,329.55,321,15231,0.35 X,0.00,NA,NA
SHILPAMED,   ,690.9,-0.73,24/05/2017 15:31:26,699.5,703,690.1,27146,1.26 X,3370.66,Pharmaceuticals,Pharmaceuticals
SHILPI,   ,45.05,-4.96,24/05/2017 15:31:12,45.05,45.05,45.05,20296,0.04 X,294.4,NA,NA
SHIRPUR-G,   ,124.45,-1.85,24/05/2017 15:31:21,130,130,121.8,23229,0.49 X,0.00,NA,NA
SHIVAMAUTO,   ,50.65,-1.36,24/05/2017 15:31:24,50.8,52.95,50.15,119088,0.56 X,544.11,Auto Ancl,Auto Ancl - Others
SHIVTEX,   ,294.6,-2.8,24/05/2017 15:31:14,300.5,312,291.55,11155,1.38 X,634.61,Textiles,Textiles - Spinning - Cotton Blended
SHK,   ,275.2,-3.06,24/05/2017 15:31:23,284.9,289.5,274.1,165906,0.68 X,0.00,NA,NA
SHOPERSTOP,   ,315.65,-2.76,24/05/2017 15:31:23,320,325,312.55,21828,0.6 X,2617.06,Retail,Retail - Departmental Stores
SHREECEM,   ,17404.9,-2.47,24/05/2017 15:31:09,17980,17980,17010,24728,1.23 X,61986.11,Cement,Cement - Major
SHREEPUSHK,   ,203,-2.66,24/05/2017 15:31:22,211,215,202,201952,1.3 X,0.00,NA,NA
SHREERAMA,   ,13.55,-3.21,24/05/2017 15:31:19,14.1,14.4,13.5,38284,0.16 X,81.93,Packaging,Packaging - Others
SHREYANIND,   ,156.65,-7.31,24/05/2017 15:31:15,165.2,171.75,155.55,53787,0.75 X,227.58,Paper,Paper & Paper Boards
SHREYAS,   ,348.95,-1.76,24/05/2017 15:31:15,359,359,345.8,20324,0.48 X,626.34,Shipping,Shipping
SHRIRAMCIT,   ,2159.6,0.00,24/05/2017 15:31:23,2135.15,2170,2135.15,15519,0.51 X,11305.51,NA,NA
SHRIRAMEPC,   ,25,-2.72,24/05/2017 15:31:25,26,26,24.9,55857,0.53 X,111.31,Computers,Project Consultancy/Turnkey
SHYAMCENT,   ,8.75,8.02,24/05/2017 15:31:22,7.9,8.9,7.9,45720,1.44 X,0.00,NA,NA
SHYAMTEL,   ,24.95,-5.13,24/05/2017 15:31:24,27.4,28.4,24.6,12094,2.55 X,27.97,Telecom,Telecommunications - Equipment
SICAGEN,   ,34.8,-3.33,24/05/2017 15:31:25,35.5,37.95,34.15,212289,0.71 X,138.45,Trading,Trading
SICAL,   ,232.65,-2.27,24/05/2017 15:31:19,238.1,243.8,231.15,27596,0.38 X,1293.53,Trading,Trading
SIEMENS,   ,1331.8,-2.03,24/05/2017 15:31:15,1363,1366.6,1320.25,126758,0.5 X,45447.77,Misc,Instrumentation & Process Control
SIGNET,   ,10.5,-4.98,24/05/2017 15:31:19,11,11.2,10.4,563694,0.19 X,0.00,NA,NA
SILINV,   ,160.3,-2.08,24/05/2017 15:31:16,168,168,160.25,1979,0.47 X,168.01,Finance,Finance - Investments
SIMBHALS,   ,29.15,-3.16,24/05/2017 15:31:25,29.5,30.9,28.1,182317,4.58 X,0.00,NA,NA
SIMPLEXINF,   ,402.3,-2.51,24/05/2017 15:31:15,414.95,416.95,399.25,15504,0.57 X,1980.55,Construction,Construction & Contracting - Civil
SINTEX,   ,104.1,-0.48,24/05/2017 15:31:09,104.75,106.9,100.2,36174753,5.72 X,2924.16,Diversified,Diversified
SITASHREE,   ,5.15,-12.71,24/05/2017 15:31:25,5.8,5.95,4.8,59879,2.01 X,11.31,Food Processing,Food Processing - Miscellaneous
SITINET,   ,31,-1.43,24/05/2017 15:31:24,31.4,31.75,30.1,86981,0.48 X,0.00,NA,NA
SIYSIL,   ,1763.6,-1.65,24/05/2017 15:31:24,1810,1849.7,1750,3254,1.12 X,1647.01,Textiles,Textiles - Weaving
SJVN,   ,31.5,1.78,24/05/2017 15:31:09,31.5,32,31.2,351256,0.44 X,13030.35,Power,Power - Generation/Distribution
SKFINDIA,   ,1551.2,-1.39,24/05/2017 15:31:15,1571.25,1574.95,1540.15,8986,0.94 X,8234.6,Auto Ancl,Bearings
SKIL,   ,38.35,-1.54,24/05/2017 15:31:16,39.4,39.4,37.3,560911,0.57 X,0.00,NA,NA
SKIPPER,   ,191.4,-3.65,24/05/2017 15:31:20,199.5,200.9,170,103127,0.74 X,0.00,NA,NA
SMARTLINK,   ,89,-1.39,24/05/2017 15:31:21,92.5,92.5,88,10601,0.29 X,268.74,NA,NA
SMLISUZU,   ,1255.9,-1.97,24/05/2017 15:31:15,1282,1284.65,1249.2,11581,0.34 X,1818.92,Auto,Auto - LCVs/HCVs
SMPL,   ,1.95,-2.5,24/05/2017 15:31:09,2.05,2.1,1.95,176073,1.16 X,38.46,NA,NA
SMSPHARMA,   ,83.35,-2.97,24/05/2017 15:31:25,86.95,87.4,82,78312,0.71 X,837.48,Pharmaceuticals,Pharmaceuticals
SNOWMAN,   ,55.25,-0.81,24/05/2017 15:31:17,56.35,56.8,55.05,339921,0.58 X,0.00,NA,NA
SOBHA,   ,372.3,-4.17,24/05/2017 15:31:24,388.5,392.5,365.55,169968,0.37 X,3649.61,Construction,Construction and Contracting - Real Estate
SOLARINDS,   ,824.5,0.19,24/05/2017 15:31:24,825,827.2,820,12664,0.79 X,7202.64,Misc,Industrial Explosives
SOMANYCERA,   ,732.45,-0.05,24/05/2017 15:31:09,755,755,700,57272,1.73 X,2508.35,Ceramics,Ceramics/Tiles/Sanitaryware
SOMICONVEY,   ,53.3,0.66,24/05/2017 15:31:26,55.35,55.9,50.2,7204,0.8 X,0.00,NA,NA
SONASTEER,   ,82.6,-0.24,24/05/2017 15:31:15,82.75,83.6,82.35,867222,6.71 X,1647.96,Auto Ancl,Auto Ancl - Gears & Drive
SONATSOFTW,   ,146,-0.03,24/05/2017 15:31:19,147,148,143.85,143416,0.94 X,1543.72,Computers,Computers - Software
SORILHOLD,   ,30.55,-4.53,24/05/2017 15:31:23,32,32.2,30.4,212208,0.47 X,0.00,NA,NA
SORILINFRA,   ,128.6,-4.81,24/05/2017 15:31:24,136.05,139.9,126,102340,0.46 X,0.00,NA,NA
SOTL,   ,914.25,-1.36,24/05/2017 15:31:14,905.05,934.7,905.05,625,0.4 X,1337.14,Petrochem,Petrochem - Others
SOUTHBANK,   ,25.25,-1.37,24/05/2017 15:31:18,25.75,26.1,25.05,28410796,0.96 X,2862.59,Banks - Private,Finance - Banks - Private Sector
SPAL,   ,354.95,-2.67,24/05/2017 15:31:09,372,372,351,15183,0.43 X,0.00,NA,NA
SPARC,   ,285,-0.18,24/05/2017 15:31:09,287,294.95,280,182980,1.05 X,5879.62,Misc,Miscellaneous
SPCENET,   ,0.55,10,24/05/2017 15:31:09,0.50,0.55,0.50,86717,1.19 X,0.00,NA,NA
SPENTEX,   ,3.15,-10,24/05/2017 15:31:24,3.5,3.5,3.15,41351,1.62 X,26.23,Textiles,Textiles - Spinning - Cotton Blended
SPHEREGSL,   ,60.75,1.17,24/05/2017 15:31:09,60.9,61.75,58.75,75557,0.62 X,0.00,NA,NA
SPIC,   ,24.65,-5.01,24/05/2017 15:31:15,25.9,26.8,24.4,763033,0.73 X,412.07,Fertilisers,Fertilisers - Nitrogenous/Phosphate
SPICEMOBI,   ,13.95,-1.76,24/05/2017 15:31:25,14.7,14.7,13.7,32775,0.59 X,0.00,NA,NA
SPLIL,   ,20.85,-3.02,24/05/2017 15:31:23,23.4,23.4,20.5,4312,0.49 X,66.9,Textiles,Textiles - Readymade Apparels
SPYL,   ,0.30,-14.29,24/05/2017 15:31:11,0.35,0.35,0.30,996215,1.66 X,0.65,NA,NA
SQSBFSI,   ,526.05,-0.78,24/05/2017 15:31:26,546,546,523.55,4245,0.25 X,0.00,NA,NA
SREEL,   ,140,-1.16,24/05/2017 15:31:13,142.9,142.9,136.5,2498,0.6 X,0.00,NA,NA
SREINFRA,   ,98.5,-3.57,24/05/2017 15:31:15,103,103.75,97.1,1390808,0.45 X,4955.44,Finance,Finance - Leasing & Diversified
SRF,   ,1588.35,-1.46,24/05/2017 15:31:09,1606,1620,1579.1,236248,1.29 X,9479.78,Textiles,Textiles - Manmade Fibre - Nylon
SRHHYPOLTD,   ,123.3,-2.57,24/05/2017 15:31:25,131.6,134.95,120,6583,0.71 X,137.92,Petrochem,Petrochem - Others
SRIPIPES,   ,322.4,0.03,24/05/2017 15:29:59,328,328,310.25,157218,1.42 X,0.00,NA,NA
SRSLTD,   ,3,-4.76,24/05/2017 15:29:59,3.1,3.15,3,1489818,0.84 X,83.15,NA,NA
SRTRANSFIN,   ,940.1,-1.99,24/05/2017 15:29:58,958,963.75,933.8,621194,1.03 X,21297.05,Finance,Finance - Leasing & Hire Purchase
SSWL,   ,823,-3.3,24/05/2017 15:29:59,841.05,853.65,815.5,11187,1.34 X,1217.67,Auto Ancl,Auto Ancl - Dr. Trans & Steer - Wheels
STAMPEDE,   ,19.25,-2.28,24/05/2017 15:29:59,19.7,20.15,19.05,2724029,0.52 X,0.00,NA,NA
STAR,   ,883.05,-2.69,24/05/2017 15:29:58,912,914.6,848,626142,2.55 X,5169.37,Pharmaceuticals,Pharmaceuticals
STARPAPER,   ,183,-1.69,24/05/2017 15:29:58,188,188.1,183,63166,0.74 X,284.79,Paper,Paper & Paper Boards
STCINDIA,   ,139.8,-6.99,24/05/2017 15:29:52,150.65,151.85,139.2,72350,0.93 X,837.37,Trading,Trading
STEL,   ,79,2.8,24/05/2017 15:29:57,76.75,80,73,40379,0.91 X,145.83,Finance,Finance - Investments
STERLINBIO,   ,4.1,-3.53,24/05/2017 15:29:02,4.35,4.35,4.05,124600,0.91 X,110.54,Pharmaceuticals,Pharmaceuticals
STERTOOLS,   ,263.5,-2.79,24/05/2017 15:29:47,270.8,274.55,260.1,11346,0.61 X,884.79,Misc,Fasteners
STINDIA,   ,14.45,-3.67,24/05/2017 15:23:16,15.75,15.75,14.45,2047,0.37 X,0.00,Textiles,Textiles - Spinning - Cotton Blended
STRTECH,   ,153.3,-3.1,24/05/2017 15:29:58,155.3,161.55,151.05,687796,0.68 X,6058.22,Cables,Cables - Telephone
SUBEX,   ,10.6,-2.3,24/05/2017 15:29:55,10.9,11,10.55,2302958,0.51 X,73.61,Computers,Computers - Software
SUBROS,   ,230,-5.74,24/05/2017 15:29:48,246,246.7,228.75,50618,0.68 X,1377.27,Auto Ancl,Auto Ancl - Equipment Others
SUDARSCHEM,   ,354.1,-0.85,24/05/2017 15:29:59,357,364.9,345.05,49034,0.24 X,2416.8,Dyes,Dyes & Pigments
SUJANAUNI,   ,1.2,-4,24/05/2017 15:24:44,1.3,1.3,1.1,262101,1.74 X,20.31,Appliances,Domestic Appliances - Others
SUMEETINDS,   ,32.5,-4.13,24/05/2017 15:29:59,34,34.6,32.2,616306,0.4 X,189.05,Textiles,Textiles - Manmade Fibre - PPFY
SUMMITSEC,   ,635,-3.04,24/05/2017 15:29:31,651,664,631,1670,0.29 X,691.73,Finance,Finance - General
SUNCLAYLTD,   ,4083,0.54,24/05/2017 15:29:59,4026.6,4090,3985,67116,31.01 X,0.00,NA,NA
SUNDARAM,   ,3.15,1.61,24/05/2017 15:29:59,3.2,3.25,3.1,314276,0.92 X,22.65,NA,NA
SUNDARMFIN,   ,1499.95,-0.01,24/05/2017 15:29:42,1500.05,1510,1493,38239,1.31 X,8391.02,Finance,Finance - Leasing & Hire Purchase
SUNDRMBRAK,   ,433.4,-1.34,24/05/2017 15:29:43,449,449,422.5,2764,0.09 X,170.47,NA,NA
SUNDRMFAST,   ,388,2.23,24/05/2017 15:29:58,383.5,390,366.3,241664,1.9 X,8361.67,Auto Ancl,Auto Ancl - Engine Parts
SUNFLAG,   ,34.3,-2.83,24/05/2017 15:29:48,35.95,36.25,34.3,87375,0.44 X,563.09,Steel,Steel - Rolling
SUNILHITEC,   ,12.25,-5.04,24/05/2017 15:29:59,12.8,13.1,12.2,3048631,1.2 X,300.2,Power,Power - Transmission/Equipment
SUNPHARMA,   ,606,-1.32,24/05/2017 15:29:59,615.95,616.3,599.5,3750861,1.42 X,125525.85,Pharmaceuticals,Pharmaceuticals
SUNTECK,   ,436.5,-2.02,24/05/2017 15:29:59,452.95,454,431,66162,0.57 X,2748.86,Construction,Construction and Contracting - Real Estate
SUNTV,   ,782.95,-3.76,24/05/2017 15:29:59,819,826.95,777,1590140,1.0 X,30824.07,Entertainment,Entertainment/Multi Media
SUPERHOUSE,   ,147.2,-1.04,24/05/2017 15:29:42,150,151.8,147.2,5926,0.25 X,0.00,NA,NA
SUPERSPIN,   ,16.3,-2.1,24/05/2017 15:29:52,16.6,17.1,15.3,104834,0.33 X,90.38,Textiles,Textiles - Spinning - Cotton Blended
SUPPETRO,   ,380,-1,24/05/2017 15:29:58,388,390,375,22310,0.15 X,3745.27,Petrochem,Petrochem - Polymers
SUPRAJIT,   ,249.55,2.09,24/05/2017 15:29:59,244.85,252,239.65,42846,0.66 X,2979.55,Auto Ancl,Auto Ancl - Equipment Others
SUPREMEIND,   ,1145,0.40,24/05/2017 15:29:58,1125,1156.9,1120,66338,0.73 X,73037.56,Plastics,Plastics - Others
SUPREMEINF,   ,75,-1.77,24/05/2017 15:29:33,77,78.3,74.55,27491,0.49 X,125.59,Construction,Construction & Contracting - Civil
SUPREMETEX,   ,3.9,-2.5,24/05/2017 15:29:55,3.9,4,3.9,153211,0.65 X,14.3,Textiles,Textiles - Spinning - Cotton Blended
SURANASOL,   ,21.2,-1.85,24/05/2017 15:29:40,22,22.4,20.85,120742,0.37 X,0.00,NA,NA
SURANAT&P,   ,4.8,1.05,24/05/2017 15:26:03,4.7,4.85,4.5,21261,0.56 X,9.92,Cables,Cables - Telephone
SURYALAXMI,   ,106.2,-0.14,24/05/2017 15:29:43,106,107.95,105.2,11981,0.13 X,143.12,Textiles,Textiles - Spinning - Cotton Blended
SURYAROSNI,   ,264,-0.81,24/05/2017 15:29:52,265.8,271.8,260,183168,0.21 X,1153.99,Steel,Steel - Tubes/Pipes
SUTLEJTEX,   ,895,-0.11,24/05/2017 15:29:51,887,907,880,5477,0.93 X,996.5,Textiles,Textiles - General
SUVEN,   ,174.95,-1.93,24/05/2017 15:29:57,178,182,173,142852,0.43 X,2058.05,Pharmaceuticals,Pharmaceuticals
SUZLON,   ,18.85,-4.56,24/05/2017 15:29:59,19.7,19.75,18.75,95777493,1.52 X,3350.3,Engineering,Engineering - Heavy
SWANENERGY,   ,129.5,-5.85,24/05/2017 15:29:56,139.8,140.3,128.2,296293,0.61 X,0.00,NA,NA
SWARAJENG,   ,1776,-1.2,24/05/2017 15:29:54,1815,1815,1773.05,1583,0.08 X,2172.45,Engines,Engines
SWELECTES,   ,340.55,-1.7,24/05/2017 15:29:55,350,351.95,337,1600,0.26 X,0.00,NA,NA
SYMPHONY,   ,1309.9,-3.38,24/05/2017 15:29:59,1350.2,1359.9,1305,17205,0.41 X,9219.76,NA,NA
SYNCOM,   ,5.7,0.00,24/05/2017 15:29:50,5.75,5.9,5.65,55922,0.3 X,23.03,Pharmaceuticals,Pharmaceuticals
SYNDIBANK,   ,75.5,-3.7,24/05/2017 15:29:58,78.7,79.15,75,7076958,0.91 X,4546.74,Banks - PSU,Finance - Banks - Public Sector
SYNGENE,   ,448,-3.85,24/05/2017 15:29:58,462.6,474.9,447,173938,0.8 X,0.00,NA,NA
TAINWALCHM,   ,67.15,-4.48,24/05/2017 15:29:12,68.55,70.3,66.8,5286,0.35 X,60.33,Plastics,Plastics - Sheets/Films
TAJGVK,   ,148.8,-2.07,24/05/2017 15:29:30,156,158,148,44098,0.42 X,935.42,Hotels,Hotels
TAKE,   ,123,-1.8,24/05/2017 15:29:59,126,127.2,121.8,176147,0.72 X,1498.72,Computers,Computers - Software
TALBROAUTO,   ,175,-4.16,24/05/2017 15:29:59,185,189.25,171.9,117081,1.06 X,213.58,Auto Ancl,Auto Ancl - Engine Parts
TALWALKARS,   ,261,-2.87,24/05/2017 15:29:59,273.9,273.9,257.4,46672,0.32 X,629.34,Misc,Miscellaneous
TANLA,   ,38.85,1.17,24/05/2017 15:29:57,38.4,40.7,37.1,1145681,1.65 X,392.17,NA,NA
TARAJEWELS,   ,30.6,-3.62,24/05/2017 15:29:31,31.55,32.9,30.3,62648,0.71 X,0.00,NA,NA
TASTYBITE,   ,4755,-2.76,24/05/2017 15:29:08,4835,5033.65,4755,2536,0.67 X,0.00,NA,NA
TATACHEM,   ,596.05,-0.97,24/05/2017 15:31:10,604,609.9,591.55,374238,0.8 X,14931.78,Chemicals,Chemicals - Inorganic - Caustic Soda/Soda Ash
TATACOFFEE,   ,124.25,-3.53,24/05/2017 15:31:14,128.8,128.8,123.2,347629,0.61 X,2314.62,Tea-Coffee,Plantations - Tea & Coffee
TATACOMM,   ,648.85,-3.15,24/05/2017 15:31:15,662.2,674.95,642,288513,0.43 X,18532.99,Telecom,Telecommunications - Service
TATAELXSI,   ,1329.25,-8.67,24/05/2017 15:31:15,1441,1450,1282.35,758825,3.08 X,4128.3,Computers,Computers - Software
TATAGLOBAL,   ,141.7,-2.11,24/05/2017 15:31:15,145.2,146.1,140.2,1755000,1.04 X,8822.29,Tea-Coffee,Plantations - Tea & Coffee
TATAINVEST,   ,649.8,-0.7,24/05/2017 15:31:14,654.35,663,647.5,20290,0.63 X,3597.87,Finance,Finance - Investments
TATAMETALI,   ,634.4,2.06,24/05/2017 15:31:15,621.6,653,621.6,280657,1.12 X,1609.09,Steel,Steel - Pig Iron
TATAMOTORS,   ,469.55,4.23,24/05/2017 15:31:10,470,473.35,458.1,27365545,4.58 X,149843.23,Auto,Auto - LCVs/HCVs
TATAMTRDVR,   ,276.45,4.32,24/05/2017 15:31:09,274,279.8,271.65,9244824,3.84 X,0.00,Auto,Auto - LCVs/HCVs
TATAPOWER,   ,80.25,-0.31,24/05/2017 15:31:15,80.65,81.75,80.05,4876253,1.36 X,19148.09,Power,Power - Generation/Distribution
TATASPONGE,   ,801.3,-0.64,24/05/2017 15:31:14,809.85,818.4,791,184982,0.5 X,1230.55,Steel,Steel - Sponge Iron
TATASTEEL,   ,483.35,-1.44,24/05/2017 15:31:09,492.5,495,481.5,7237921,0.82 X,47180.35,Steel,Steel
TBZ,   ,84.25,-3.33,24/05/2017 15:31:12,87.3,87.45,82.4,52576,0.1 X,0.00,NA,NA
TCI,   ,250.05,-2.36,24/05/2017 15:31:22,257,258.9,247,56812,0.69 X,1842.43,Transport,Transport - Road
TCIDEVELOP,   ,360.9,-1.14,24/05/2017 15:31:12,384,384,352.25,243,0.03 X,134.62,NA,NA
TCIEXP,   ,431.35,-0.64,24/05/2017 15:31:28,433.9,445,424,34013,1.05 X,0.00,NA,NA
TCIFINANCE,   ,24.35,-6.17,24/05/2017 15:31:16,26,26,24,80944,0.39 X,52.71,Finance,Finance - Investments
TCS,   ,2559.15,1.49,24/05/2017 15:31:09,2534.8,2570,2529.65,1266213,0.97 X,500834.32,Computers,Computers - Software
TDPOWERSYS,   ,206.8,-4.55,24/05/2017 15:31:12,215.95,224.15,204,186498,0.9 X,662.87,NA,NA
TEAMLEASE,   ,1140.75,-0.39,24/05/2017 15:31:24,1135.05,1160,1128.15,3687,0.25 X,0.00,NA,NA
TECHM,   ,417.15,0.34,24/05/2017 15:31:24,416.5,420,414.35,2038433,0.87 X,21255.37,Computers,Computers - Software
TECHNO,   ,391.15,-1.02,24/05/2017 15:31:10,396.05,399.8,390.05,5442,0.25 X,4476.45,Electric,Electric Equipment - Switchgear/Circuit Breaker
TECHNOFAB,   ,183.3,0.44,24/05/2017 15:31:28,186.45,186.5,180,5163,0.23 X,190.42,Computers,Project Consultancy/Turnkey
TERASOFT,   ,75.2,-3.53,24/05/2017 15:31:28,79.75,79.85,74.5,15139,0.52 X,0.00,NA,NA
TEXINFRA,   ,42,-1.64,24/05/2017 15:31:23,42,43.2,41.95,76188,0.8 X,532.16,NA,NA
TEXRAIL,   ,89.5,-2.4,24/05/2017 15:31:11,91.2,93.15,89,292204,0.78 X,1625.77,NA,NA
TFCILTD,   ,96.3,-1.48,24/05/2017 15:31:15,98.5,103.5,95.35,1585470,0.96 X,783.22,Finance,Finance - Term Lending Institutions
TGBHOTELS,   ,54.85,-4.94,24/05/2017 15:31:25,59,59,54,108308,0.26 X,0.00,NA,NA
THANGAMAYL,   ,223.5,-0.73,24/05/2017 15:31:26,220,230.9,215.65,5776,0.59 X,305.68,Jewellery,Diamond Cutting/Precious Metals/Jewellery
THEMISMED,   ,524.75,-3.37,24/05/2017 15:31:25,533.55,537.25,502.95,1895,1.33 X,426.01,Pharmaceuticals,Pharmaceuticals
THERMAX,   ,982.7,-1.04,24/05/2017 15:31:15,990.05,1001,977.1,8950,0.22 X,11820.24,Misc,Pollution Control Equipment
THIRUSUGAR,   ,57.35,-1.21,24/05/2017 15:31:15,59.75,59.75,57,6199,0.26 X,65.49,Sugar,Sugar - Integrated
THOMASCOOK,   ,208.25,-1,24/05/2017 15:31:09,212,212.9,206.4,109560,0.51 X,4340.25,Travel,Travel Agen. / Tourism Deve. / Amusement Park
THYROCARE,   ,690,-0.71,24/05/2017 15:31:26,691.2,699.55,685.4,18633,0.63 X,0.00,NA,NA
TI,   ,11.95,-2.05,24/05/2017 15:31:28,12.2,12.2,11.85,182305,1.34 X,137.91,Beverages,Beverages - Alcoholic - Distilleries
TIDEWATER,   ,5533.65,0.31,24/05/2017 15:31:24,5520,5638.85,5501.1,1242,0.52 X,1926.27,Auto Ancl,Lubricants
TIIL,   ,426.25,-0.06,24/05/2017 15:31:24,429.75,445,422,7283,0.36 X,1338.13,Diversified,Diversified
TIL,   ,333.2,-3.08,24/05/2017 15:31:15,343.25,355,331.3,23528,0.27 X,334.2,Engineering,Engineering - Heavy
TIMETECHNO,   ,127.95,-3.65,24/05/2017 15:31:25,132.25,132.25,127,531160,0.3 X,2695.63,Packaging,NaN
TIMKEN,   ,695.35,0.54,24/05/2017 15:31:24,693,718.95,691.05,58826,2.88 X,4422.34,Auto Ancl,Bearings
TINPLATE,   ,85.65,-3.27,24/05/2017 15:31:15,88.5,91.3,84.75,529838,1.03 X,899.56,Metals,Metals - Non Ferrous - Others
TIPSINDLTD,   ,60.5,-0.98,24/05/2017 15:31:20,56,62.5,56,2098,0.69 X,96.04,Entertainment,Entertainment/Multi Media
TIRUMALCHM,   ,853.05,-0.08,24/05/2017 15:31:09,862.1,880.15,843.25,26815,0.32 X,853.86,Chemicals,Chemicals - Organic - Maleic Anhydride
TITAN,   ,469.2,-1.91,24/05/2017 15:31:15,474.25,478.95,460.1,1477066,1.03 X,41388.18,Misc,Watches
TMRVL,   ,177.45,-4.75,24/05/2017 15:31:28,186.35,191.5,175.15,67651,0.87 X,0.00,NA,NA
TNPETRO,   ,37.4,-4.47,24/05/2017 15:31:15,39.2,39.85,37.1,153872,0.62 X,337.56,Consumer Goods,Detergents
TNPL,   ,329.95,0.26,24/05/2017 15:31:15,332.75,334.95,324,188628,0.54 X,2290.76,Paper,Paper - News Print
TOKYOPLAST,   ,115.05,0.97,24/05/2017 15:31:15,114.2,120,113,14226,1.06 X,105.89,Appliances,Domestic Appliances - Thermoware
TORNTPHARM,   ,1239.95,-1.87,24/05/2017 15:31:15,1260,1263.1,1235.1,78658,0.79 X,20806.82,Pharmaceuticals,Pharmaceuticals
TORNTPOWER,   ,194.8,3.15,24/05/2017 15:31:24,192.4,201.8,191,2328783,2.57 X,9192.51,Power,Power - Generation/Distribution
TPLPLASTEH,   ,501.35,-0.16,24/05/2017 15:31:20,519,530,498,18427,1.05 X,0.00,NA,NA
TREEHOUSE,   ,14.65,-4.56,24/05/2017 15:31:12,15.35,15.35,14.25,133599,1.76 X,49.43,NA,NA
TRENT,   ,239.35,-2.51,24/05/2017 15:31:14,245.05,246.7,238,30066,0.46 X,6671.44,Retail,Retail - Readymade Apparel
TRF,   ,216.85,-6.59,24/05/2017 15:31:26,232,236,215,92793,0.98 X,237.99,Engineering,Engineering - Heavy
TRIDENT,   ,77.7,-1.71,24/05/2017 15:31:21,79.3,80.75,77.05,612114,0.39 X,2367.7,Textiles,Textiles - Spinning - Cotton Blended
TRIGYN,   ,137.2,-4.99,24/05/2017 15:31:17,144,144.8,137.2,84451,0.26 X,399.02,Computers,Computers - Software
TRIL,   ,380.6,-2.44,24/05/2017 15:31:25,390.5,391.65,378.4,11365,0.41 X,488.32,NA,NA
TRITURBINE,   ,132.1,-2.29,24/05/2017 15:31:12,133.55,135,129.2,70934,0.71 X,4384.44,NA,NA
TRIVENI,   ,80.25,-0.62,24/05/2017 15:31:24,80,83,77.5,785882,1.15 X,2069.65,Sugar,Sugar - Integrated
TTKHLTCARE,   ,766.65,0.56,24/05/2017 15:31:23,753.5,767.85,751,1736,0.41 X,0.00,NA,NA
TTKPRESTIG,   ,6521,0.30,24/05/2017 15:31:15,6501.05,6547.9,6420,2594,0.32 X,7379.13,Appliances,Domestic Appliances - Cookers
TTL,   ,60.3,-3.05,24/05/2017 15:31:25,64,64,59.85,11743,0.34 X,128.62,Textiles,Textiles - Hosiery/Knitwear
TTML,   ,6.6,-1.49,24/05/2017 15:31:20,6.75,6.75,6.55,1937439,0.48 X,1245.29,Telecom,Telecommunications - Service
TUBEINVEST,   ,676.25,2.83,24/05/2017 15:31:15,657.05,684.8,648.9,82855,0.91 X,12571.58,Cycles,Cycles & Accessories
TULSI,   ,3.65,-6.41,24/05/2017 15:31:25,3.85,4,3.6,81234,1.84 X,10.03,Petrochem,Petrochem - Polymers
TV18BRDCST,   ,33.35,-7.36,24/05/2017 15:31:24,36,36.45,33.05,14379213,2.6 X,1211.8,Entertainment,Entertainment/Multi Media
TVSELECT,   ,170.75,-3.12,24/05/2017 15:31:23,174,179.4,170,89609,0.53 X,295.58,Computers,Computers - Accessories/Peripherals
TVSMOTOR,   ,525,0.07,24/05/2017 15:31:09,525.15,529.25,521,606393,0.37 X,50001.92,Auto,Auto - 2 & 3 Wheelers
