,Ticker,company_name,sector,series,date of listing,paid up value,market lot,isin number,face value
245,CARBORUNIV,Carborundum Universal Limited,Abrasives,EQ,03-APR-1996,1,1,INE120A01034,1
246,CARERATING,CARE Ratings Limited,Miscellaneous,EQ,26-DEC-2012,10,1,INE752H01013,10
247,CAPLIPOINT,Caplin Point Laboratories Limited,Computers - Software - Training,EQ,23-JUN-2014,2,1,INE475E01026,2
248,ATFL,Agro Tech Foods Limited,Automobile - Dealers & Distributors,EQ,06-DEC-2002,10,1,INE209A01019,10
249,CASTROLIND,Castrol India Limited,Lubricants,EQ,14-MAR-2014,5,1,INE172A01027,5
250,ASTRAMICRO,Astra Microwave Products Limited,Plantations - Tea & Coffee,EQ,01-NOV-2004,2,1,INE386C01029,2
251,CELEBRITY,Celebrity Fashions Limited,Textiles - Readymade Apparels,EQ,12-JAN-2006,10,1,INE185H01016,10
252,AUBANK,AU Small Finance Bank Limited,Banks - Public Sector,EQ,10-JUL-2017,10,1,INE949L01017,10
253,5PAISA,5Paisa Capital Limited,Finance - General,EQ,16-NOV-2017,10,1,INE618L01018,10
254,CENTUM,Centum Electronics Limited,Electricals,EQ,05-OCT-2007,10,1,INE320B01020,10
255,21STCENMGM,21st Century Management Services Limited,Diversified,EQ,03-MAY-1995,10,1,INE253B01015,10
256,21STCENMGM,21st Century Management Services Limited,Textiles - Manmade,EQ,03-MAY-1995,10,1,INE253B01015,10
257,21STCENMGM,21st Century Management Services Limited,Aluminium,EQ,03-MAY-1995,10,1,INE253B01015,10
258,CERA,Cera Sanitaryware Limited,Ceramics & Granite,EQ,02-NOV-2007,5,1,INE739E01017,5
259,CEREBRAINT,Cerebra Integrated Technologies Limited,Computers - Hardware,EQ,26-JUN-2013,10,1,INE345B01019,10
260,CESC,CESC Limited,Power - Generation & Distribution,EQ,08-FEB-1995,1,1,INE486A01021,1
261,BAJAJCON,Bajaj Consumer Care Limited,Electricals,EQ,18-AUG-2010,1,1,INE933K01021,1
262,ADANIPOWER,Adani Power Limited,Electric Equipment,BE,20-AUG-2009,10,1,INE814H01011,10
263,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,Hotels,EQ,25-JUN-2007,2,1,INE199C01026,2
264,CLSEL,Chaman Lal Setia Exports Limited,Food Processing,EQ,12-MAY-2021,2,1,INE419D01026,2
265,CHAMBLFERT,Chambal Fertilizers & Chemicals Limited,Fertilisers,EQ,14-JUN-1995,10,1,INE085A01013,10
266,CHEMBOND,Chembond Chemicals Ltd,Chemicals,EQ,20-NOV-2019,5,1,INE995D01025,5
267,ADANIPORTS,Adani Ports and Special Economic Zone Limited,Speciality Chemicals,EQ,27-NOV-2007,2,1,INE742F01042,2
268,CHEMFAB,Chemfab Alkalis Limited,Chemicals,EQ,25-APR-2018,10,1,INE783X01023,10
269,CHENNPETRO,Chennai Petroleum Corporation Limited,Refineries,EQ,07-JUN-2000,10,1,INE178A01016,10
270,ANDREWYU,Andrew Yule & Company Limited,Miscellaneous,EQ,05-AUG-2021,2,1,INE449C01025,2
271,CHOICEIN,Choice International Limited,Finance - General,EQ,08-APR-2022,10,1,INE102B01014,10
272,CANFINHOME,Can Fin Homes Limited,Miscellaneous,EQ,10-MAY-1995,2,1,INE477A01020,2
273,ATFL,Agro Tech Foods Limited,Computers - Software Medium & Small,EQ,06-DEC-2002,10,1,INE209A01019,10
274,3MINDIA,3M India Limited,Media & Entertainment,EQ,13-AUG-2004,10,1,INE470A01017,10
275,CINEVISTA,Cinevista Limited,Media & Entertainment,EQ,02-MAY-2000,2,1,INE039B01026,2
276,CIPLA,Cipla Limited,Pharmaceuticals,EQ,08-FEB-1995,2,1,INE059A01026,2
277,AUBANK,AU Small Finance Bank Limited,Banks - Private Sector,EQ,10-JUL-2017,10,1,INE949L01017,10
278,CLEDUCATE,CL Educate Limited,Miscellaneous,EQ,31-MAR-2017,5,1,INE201M01029,5
279,CLNINDIA,Clariant Chemicals (India) Limited,Dyes & Pigments,EQ,14-JUN-1995,10,1,INE492A01029,10
280,CLEAN,Clean Science and Technology Limited,Speciality Chemicals,EQ,19-JUL-2021,1,1,INE227W01023,1
281,CMICABLES,CMI Limited,Cables - Telephone,EQ,29-NOV-2016,10,1,INE981B01011,10
282,3MINDIA,3M India Limited,Mining & Minerals,EQ,13-AUG-2004,10,1,INE470A01017,10
283,COCHINSHIP,Cochin Shipyard Limited,,EQ,11-AUG-2017,10,1,INE704P01017,10
284,COFFEEDAY,Coffee Day Enterprises Limited,Food Processing,EQ,02-NOV-2015,10,1,INE335K01011,10
285,COLPAL,Colgate Palmolive (India) Limited,Personal Care,EQ,17-DEC-2007,1,1,INE259A01022,1
286,CMSINFO,CMS Info Systems Limited,Computers - Hardware,EQ,31-DEC-2021,10,1,INE925R01014,10
287,COMPUSOFT,Compucom Software Limited,Computers - Software Medium & Small,EQ,02-MAR-2012,2,1,INE453B01029,2
288,CONSOFINVT,Consolidated Finvest & Holdings Limited,Finance - General,EQ,29-MAR-2005,10,1,INE025A01027,10
289,CONCOR,Container Corporation of India Limited,Transport & Logistics,EQ,07-MAY-1997,5,1,INE111A01025,5
290,CONTROLPR,Control Print Limited,Trading,EQ,24-JUN-2016,10,1,INE663B01015,10
291,3MINDIA,3M India Limited,Finance - Housing,EQ,13-AUG-2004,10,1,INE470A01017,10
292,BIRLACABLE,Birla Cable Limited,Cables - Power & Others,EQ,06-DEC-1995,10,1,INE800A01015,10
293,COROMANDEL,Coromandel International Limited,Fertilisers,EQ,31-MAY-1995,1,1,INE169A01031,1
294,HOMEFIRST,Home First Finance Company India Limited,Plastics,EQ,03-FEB-2021,2,1,INE481N01025,2
295,CCHHL,Country Club Hospitality & Holidays Limited,Hotels,BE,03-FEB-2015,2,1,INE652F01027,2
296,CCHHL,Country Club Hospitality & Holidays Limited,,BE,03-FEB-2015,2,1,INE652F01027,2
297,CREATIVE,Creative Newtech Limited,Miscellaneous,EQ,05-AUG-2019,10,1,INE985W01018,10
298,CREST,Crest Ventures Limited,Finance - Housing,EQ,27-DEC-2006,10,1,INE559D01011,10
299,CRISIL,CRISIL Limited,Miscellaneous,EQ,28-JUN-1995,1,1,INE007A01025,1
300,CROWN,Crown Lifters Limited,Diversified,EQ,08-FEB-2022,10,1,INE491V01019,10
301,CANFINHOME,Can Fin Homes Limited,Finance - Leasing & Hire Purchase,EQ,10-MAY-1995,2,1,INE477A01020,2
302,CUBEXTUB,Cubex Tubings Limited,Metals - Non Ferrous,EQ,24-APR-1996,10,1,INE144D01012,10
303,CUMMINSIND,Cummins India Limited,Engines,EQ,29-MAR-1995,2,1,INE298A01020,2
304,CUPID,Cupid Limited,Miscellaneous,EQ,16-SEP-2016,10,1,INE509F01011,10
305,BAGFILMS,B.A.G Films and Media Limited,Media & Entertainment,BE,17-OCT-2003,2,1,INE116D01028,2
306,CYBERTECH,Cybertech Systems And Software Limited,Computers - Software Medium & Small,EQ,27-JAN-1999,10,1,INE214A01019,10
307,CYIENT,Cyient Limited,Computers - Software,EQ,30-SEP-1998,5,1,INE136B01020,5
308,DBREALTY,D B Realty Limited,Consumer Goods - Electronic,EQ,24-FEB-2010,10,1,INE879I01012,10
309,DPABHUSHAN,D. P. Abhushan Limited,Miscellaneous,EQ,03-NOV-2020,10,1,INE266Y01019,10
310,3MINDIA,3M India Limited,Personal Care,EQ,13-AUG-2004,10,1,INE470A01017,10
311,BBL,Bharat Bijlee Limited,Cement - Major,EQ,21-NOV-2006,10,1,INE464A01028,10
312,AVADHSUGAR,Avadh Sugar & Energy Limited,Sugar,EQ,28-JUL-2017,10,1,INE349W01017,10
313,DAMODARIND,Damodar Industries Limited,Textiles - Spinning - Synthetic Blended,EQ,04-JUL-2016,5,1,INE497D01022,5
314,DANGEE,Dangee Dums Limited,,EQ,13-NOV-2020,1,1,INE688Y01022,1
315,DATAMATICS,Datamatics Global Services Limited,Computers - Software Medium & Small,EQ,07-MAY-2004,5,1,INE365B01017,5
316,DBSTOCKBRO,DB (International) Stock Brokers Limited,Finance - General,EQ,29-FEB-2012,2,1,INE921B01025,2
317,DBSTOCKBRO,DB (International) Stock Brokers Limited,Media & Entertainment,EQ,29-FEB-2012,2,1,INE921B01025,2
318,AJMERA,Ajmera Realty & Infra India Limited,Construction & Contracting - Real Estate,EQ,16-JUN-2009,10,1,INE298G01027,10
319,AUBANK,AU Small Finance Bank Limited,Banks - Private Sector,EQ,10-JUL-2017,10,1,INE949L01017,10
320,DCM,DCM  Limited,Textiles - Spinning - Cotton Blended,EQ,29-MAR-1995,10,1,INE498A01018,10
321,DCM,DCM  Limited,Diversified,EQ,29-MAR-1995,10,1,INE498A01018,10
322,DCW,DCW Limited,Petrochemicals,EQ,25-MAY-1995,2,1,INE500A01029,2
323,3MINDIA,3M India Limited,Electric Equipment,EQ,13-AUG-2004,10,1,INE470A01017,10
324,DIL,Debock Industries Limited,,EQ,31-MAR-2022,10,1,INE411Y01011,10
325,AMBUJACEM,Ambuja Cements Limited,Cement - Mini,EQ,18-FEB-1998,2,1,INE079A01024,2
326,ADANIGREEN,Adani Green Energy Limited,Oil Drilling And Exploration,EQ,18-JUN-2018,10,1,INE364U01010,10
327,DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,Fertilisers,EQ,17-JAN-2003,10,1,INE501A01019,10
328,DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,Chemicals,EQ,17-JAN-2003,10,1,INE501A01019,10
329,DELPHIFX,DELPHI WORLD MONEY LIMITED,Finance - Investments,EQ,28-JUN-2011,10,1,INE726L01019,10
330,DELTACORP,Delta Corp Limited,Electricals,EQ,02-NOV-2007,1,1,INE124G01033,1
331,DELTACORP,Delta Corp Limited,Construction & Contracting - Real Estate,EQ,02-NOV-2007,1,1,INE124G01033,1
332,DEN,Den Networks Limited,Media & Entertainment,EQ,24-NOV-2009,10,1,INE947J01015,10
333,DEVIT,Dev Information Technology Limited,Computers - Software,EQ,15-FEB-2022,10,1,INE060X01018,10
334,ADFFOODS,ADF Foods Limited,Food Processing,EQ,15-SEP-2010,10,1,INE982B01019,10
335,AVADHSUGAR,Avadh Sugar & Energy Limited,Sugar,EQ,28-JUL-2017,10,1,INE349W01017,10
336,21STCENMGM,21st Century Management Services Limited,Finance - Investments,EQ,03-MAY-1995,10,1,INE253B01015,10
337,AUBANK,AU Small Finance Bank Limited,Banks - Private Sector,EQ,10-JUL-2017,10,1,INE949L01017,10
338,DHANUKA,Dhanuka Agritech Limited,Pesticides & Agro Chemicals,EQ,29-JUN-2011,2,1,INE435G01025,2
339,ANDHRSUGAR,The Andhra Sugars Limited,Sugar,EQ,01-NOV-1995,2,1,INE715B01021,2
340,DHRUV,Dhruv Consultancy Services Limited,Construction & Contracting - Real Estate,EQ,25-NOV-2021,10,1,INE506Z01015,10
341,DHUNINV,Dhunseri Investments Limited,Finance - General,EQ,18-MAR-2011,10,1,INE320L01011,10
342,DHUNINV,Dhunseri Investments Limited,Plantations - Tea & Coffee,EQ,18-MAR-2011,10,1,INE320L01011,10
343,DHUNINV,Dhunseri Investments Limited,Petrochemicals,EQ,18-MAR-2011,10,1,INE320L01011,10
344,3MINDIA,3M India Limited,Printing & Stationery,EQ,13-AUG-2004,10,1,INE470A01017,10
345,DGCONTENT,Digicontent Limited,,EQ,18-JUN-2019,2,1,INE03JI01017,2
346,ATFL,Agro Tech Foods Limited,Telecommunications - Equipment,EQ,06-DEC-2002,10,1,INE209A01019,10
347,BAGFILMS,B.A.G Films and Media Limited,Media & Entertainment,BE,17-OCT-2003,2,1,INE116D01028,2
348,ASHOKA,Ashoka Buildcon Limited,Construction & Contracting - Civil,EQ,14-OCT-2010,5,1,INE442H01029,5
349,DISHTV,Dish TV India Limited,Media & Entertainment,EQ,18-APR-2007,1,1,INE836F01026,1
350,DCAL,Dishman Carbogen Amcis Limited,Miscellaneous,EQ,21-SEP-2017,2,1,INE385W01011,2
351,JYOTHYLAB,Jyothy Labs Limited,Pharmaceuticals,EQ,19-DEC-2007,1,1,INE668F01031,1
352,DIXON,Dixon Technologies (India) Limited,Electricals,EQ,18-SEP-2017,2,1,INE935N01020,2
353,DLF,DLF Limited,Construction & Contracting - Real Estate,EQ,05-JUL-2007,2,1,INE271C01023,2
354,3MINDIA,3M India Limited,Computers - Hardware,EQ,13-AUG-2004,10,1,INE470A01017,10
355,DOLATALGO,Dolat Algotech Limited,,EQ,19-AUG-2019,1,1,INE966A01022,1
356,DOLLAR,Dollar Industries Limited,Textiles - Readymade Apparels,EQ,21-APR-2017,2,1,INE325C01035,2
357,DONEAR,Donear Industries Limited,Textiles - Weaving,EQ,20-DEC-2006,2,1,INE668D01028,2
358,DPSCLTD,DPSC Limited,Power - Generation & Distribution,EQ,21-APR-2008,1,1,INE360C01024,1
359,CLSEL,Chaman Lal Setia Exports Limited,Pharmaceuticals,EQ,12-MAY-2021,2,1,INE419D01026,2
360,JYOTHYLAB,Jyothy Labs Limited,Pharmaceuticals,EQ,19-DEC-2007,1,1,INE668F01031,1
361,DELTACORP,Delta Corp Limited,Miscellaneous,EQ,02-NOV-2007,1,1,INE124G01033,1
362,DUCON,Ducon Infratechnologies Limited,Computers - Software,EQ,09-OCT-2012,1,1,INE741L01018,1
363,AVADHSUGAR,Avadh Sugar & Energy Limited,Sugar,EQ,28-JUL-2017,10,1,INE349W01017,10
364,DSSL,Dynacons Systems & Solutions Limited,Computers - Software Medium & Small,EQ,01-DEC-2011,10,1,INE417B01040,10
365,ATFL,Agro Tech Foods Limited,Pumps,EQ,06-DEC-2002,10,1,INE209A01019,10
366,DYCL,Dynamic Cables Limited,Cables - Power & Others,EQ,27-JUL-2022,10,1,INE600Y01019,10
367,DYNPRO,Dynemic Products Limited,Dyes & Pigments,EQ,19-JUL-2017,10,1,INE256H01015,10
368,DEN,Den Networks Limited,IT Services & Consulting,EQ,24-NOV-2009,10,1,INE947J01015,10
369,EASTSILK,Eastern Silk Industries Limited,Textiles - Synthetic & Silk,BE,03-JUL-1996,2,1,INE962C01027,2
370,EASUNREYRL,Easun Reyrolle Limited,Electric Equipment,BZ,23-JUL-1997,2,1,INE268C01029,2
371,21STCENMGM,21st Century Management Services Limited,Computers - Software Medium & Small,EQ,03-MAY-1995,10,1,INE253B01015,10
372,EDELWEISS,Edelweiss Financial Services Limited,Finance - General,EQ,12-DEC-2007,1,1,INE532F01054,1
373,EDELWEISS,Edelweiss Financial Services Limited,,EQ,12-DEC-2007,1,1,INE532F01054,1
374,EICHERMOT,Eicher Motors Limited,Auto - LCVs & HCVs,EQ,07-SEP-2004,1,1,INE066A01021,1
375,EIDPARRY,EID Parry India Limited,Sugar,EQ,10-MAY-1995,1,1,INE126A01031,1
376,EIHAHOTELS,EIH Associated Hotels Limited,Hotels,EQ,08-APR-2008,10,1,INE276C01014,10
377,EIHAHOTELS,EIH Associated Hotels Limited,Hotels,EQ,08-APR-2008,10,1,INE276C01014,10
378,EIMCOELECO,Eimco Elecon (India) Limited,Engineering - Heavy,EQ,17-APR-1996,10,1,INE158B01016,10
379,ANSALHSG,Ansal Housing Limited,,EQ,06-OCT-2006,10,1,INE880B01015,10
380,EIMCOELECO,Eimco Elecon (India) Limited,Engineering - Heavy,EQ,17-APR-1996,10,1,INE158B01016,10
381,ELECTCAST,Electrosteel Castings Limited,Castings & Forgings,EQ,20-JUN-2003,1,1,INE086A01029,1
382,ELECTHERM,Electrotherm (India) Limited,Engineering,EQ,20-AUG-2007,10,1,INE822G01016,10
383,ELGIEQUIP,Elgi Equipments Limited,Compressors,EQ,22-NOV-1995,1,1,INE285A01027,1
384,ELGIEQUIP,Elgi Equipments Limited,Tyres,EQ,22-NOV-1995,1,1,INE285A01027,1
385,EMAMILTD,Emami Limited,Personal Care,EQ,03-AUG-2006,1,1,INE548C01032,1
386,ASTRON,Astron Paper & Board Mill Limited,Paper,EQ,29-DEC-2017,10,1,INE646X01014,10
387,AJMERA,Ajmera Realty & Infra India Limited,Construction & Contracting - Real Estate,EQ,16-JUN-2009,10,1,INE298G01027,10
388,ALMONDZ,Almondz Global Securities Limited,Finance - General,EQ,16-JUN-2008,6,1,INE326B01027,6
389,EMKAY,Emkay Global Financial Services Limited,Engineering,EQ,28-APR-2006,10,1,INE296H01011,10
390,EMMBI,Emmbi Industries Limited,Packaging,EQ,24-FEB-2010,10,1,INE753K01015,10
391,ENDURANCE,Endurance Technologies Limited,Auto - 2 & 3 Wheelers,EQ,19-OCT-2016,10,1,INE913H01037,10
392,ADANIGREEN,Adani Green Energy Limited,Power - Generation & Distribution,EQ,18-JUN-2018,10,1,INE364U01010,10
393,BRNL,Bharat Road Network Limited,Media & Entertainment,EQ,18-SEP-2017,10,1,INE727S01012,10
394,EPL,EPL Limited,Packaging,EQ,11-FEB-2002,2,1,INE255A01020,2
395,EQUITAS,Equitas Holdings Limited,Finance - General,EQ,21-APR-2016,10,1,INE988K01017,10
396,EROSMEDIA,Eros International Media Limited,Media & Entertainment,BE,06-OCT-2010,10,1,INE416L01017,10
397,3MINDIA,3M India Limited,Electrodes & Graphite,EQ,13-AUG-2004,10,1,INE470A01017,10
398,ESCORTS,Escorts Kubota Limited,,EQ,01-MAR-1995,10,1,INE042A01014,10
399,ACCURACY,Accuracy Shipping Limited,Shipping,EQ,11-DEC-2020,10,1,INE648Z01015,10
400,ESTER,Ester Industries Limited,Packaging,EQ,20-JUN-2011,5,1,INE778B01029,5
401,3MINDIA,3M India Limited,Food Processing,EQ,13-AUG-2004,10,1,INE470A01017,10
402,EIFFL,Euro India Fresh Foods Limited,Aluminium & Aluminium Products,EQ,12-OCT-2021,10,1,INE546V01010,10
403,EUROTEXIND,Eurotex Industries and Exports Limited,Textiles - Spinning - Cotton Blended,EQ,31-JAN-1996,10,1,INE022C01012,10
404,EVEREADY,Eveready Industries India Limited,Dry Cells,EQ,27-APR-2005,5,1,INE128A01029,5
405,EKC,Everest Kanto Cylinder Limited,Cement - Products & Building Materials,EQ,15-DEC-2005,2,1,INE184H01027,2
406,EKC,Everest Kanto Cylinder Limited,Packaging,EQ,15-DEC-2005,2,1,INE184H01027,2
407,EXCEL,Excel Realty N Infra Limited,Chemicals,EQ,03-AUG-2009,1,1,INE688J01023,1
408,AJMERA,Ajmera Realty & Infra India Limited,Computers - Software Medium & Small,EQ,16-JUN-2009,10,1,INE298G01027,10
409,EXIDEIND,Exide Industries Limited,Auto Ancillaries,EQ,17-JUN-2003,1,1,INE302A01020,1
410,EXPLEOSOL,Expleo Solutions Limited,Computers - Software,EQ,26-OCT-2009,10,1,INE201K01015,10
411,FAIRCHEMOR,Fairchem Organics Limited,Speciality Chemicals,EQ,24-DEC-2020,10,1,INE0DNW01011,10
412,CALSOFT,California Software Company Limited,Computers - Software Medium & Small,EQ,28-JUN-2000,10,1,INE526B01014,10
413,FDC,FDC Limited,Pharmaceuticals,EQ,07-AUG-1997,1,1,INE258B01022,1
414,AUBANK,AU Small Finance Bank Limited,Banks - Private Sector,EQ,10-JUL-2017,10,1,INE949L01017,10
415,FMGOETZE,Federal-Mogul Goetze (India) Limited.,Auto Ancillaries,EQ,08-FEB-1995,10,1,INE529A01010,10
416,ABFRL,Aditya Birla Fashion and Retail Limited,Fertilisers,EQ,17-JUL-2013,10,1,INE647O01011,10
417,3MINDIA,3M India Limited,Plastics,EQ,13-AUG-2004,10,1,INE470A01017,10
418,3MINDIA,3M India Limited,Textiles - Manmade,EQ,13-AUG-2004,10,1,INE470A01017,10
419,AMIORG,Ami Organics Limited,Miscellaneous,EQ,14-SEP-2021,10,1,INE00FF01017,10
420,FCL,Fineotex Chemical Limited,,EQ,15-JAN-2015,2,1,INE045J01026,2
421,DYCL,Dynamic Cables Limited,Cables - Telephone,EQ,27-JUL-2022,10,1,INE600Y01019,10
422,FINCABLES,Finolex Cables Limited,Petrochemicals,EQ,15-FEB-1995,2,1,INE235A01022,2
423,FSL,Firstsource Solutions Limited,Computers - Software Medium & Small,EQ,22-FEB-2007,10,1,INE684F01012,10
424,FLEXITUFF,Flexituff Ventures International Limited,Packaging,EQ,19-OCT-2011,10,1,INE060J01017,10
425,3MINDIA,3M India Limited,Retailing,EQ,13-AUG-2004,10,1,INE470A01017,10
426,FOCUS,Focus Lighting and Fixtures Limited,Miscellaneous,EQ,24-NOV-2021,10,1,INE593W01010,10
427,EICHERMOT,Eicher Motors Limited,Auto - LCVs & HCVs,EQ,07-SEP-2004,1,1,INE066A01021,1
428,AMRUTANJAN,Amrutanjan Health Care Limited,Hospitals & Medical Services,EQ,02-JAN-2015,1,1,INE098F01031,1
429,3MINDIA,3M India Limited,Chemicals,EQ,13-AUG-2004,10,1,INE470A01017,10
430,BAJAJCON,Bajaj Consumer Care Limited,Food Processing,EQ,18-AUG-2010,1,1,INE933K01021,1
431,FCONSUMER,Future Consumer Limited,Retail,BE,04-JUL-2013,6,1,INE220J01025,6
432,FCONSUMER,Future Consumer Limited,Miscellaneous,BE,04-JUL-2013,6,1,INE220J01025,6
433,ABSLAMC,Aditya Birla Sun Life AMC Limited,Retail,EQ,11-OCT-2021,5,1,INE404A01024,5
434,FCONSUMER,Future Consumer Limited,Miscellaneous,BE,04-JUL-2013,6,1,INE220J01025,6
435,ABFRL,Aditya Birla Fashion and Retail Limited,Retail,EQ,17-JUL-2013,10,1,INE647O01011,10
436,FCONSUMER,Future Consumer Limited,Transport & Logistics,BE,04-JUL-2013,6,1,INE220J01025,6
437,3MINDIA,3M India Limited,Auto Ancillaries,EQ,13-AUG-2004,10,1,INE470A01017,10
438,GAIL,GAIL (India) Limited,Oil Drilling And Exploration,EQ,02-APR-1997,10,1,INE129A01019,10
439,GALAXYSURF,Galaxy Surfactants Limited,Miscellaneous,EQ,08-FEB-2018,10,1,INE600K01018,10
440,GALLANTT,Gallantt Ispat Limited,,EQ,04-APR-2006,10,1,INE297H01019,10
441,GANDHITUBE,Gandhi Special Tubes Limited,Steel - Tubes & Pipes,EQ,31-JAN-2007,5,1,INE524B01027,5
442,GANESHBE,Ganesh Benzoplast Limited,Chemicals,EQ,16-SEP-2021,1,1,INE388A01029,1
443,ANSALHSG,Ansal Housing Limited,Construction & Contracting - Housing,EQ,06-OCT-2006,10,1,INE880B01015,10
444,GANECOS,Ganesha Ecosphere Limited,Textiles - Processing,EQ,09-MAR-2015,10,1,INE845D01014,10
445,GANGAFORGE,Ganga Forging Limited,,EQ,06-JUL-2021,1,1,INE691Z01023,1
446,GANGESSECU,Ganges Securities Limited,Finance - General,EQ,28-JUL-2017,10,1,INE335W01016,10
447,GRSE,Garden Reach Shipbuilders & Engineers Limited,Engineering - Heavy,EQ,10-OCT-2018,10,1,INE382Z01011,10
448,GARFIBRES,Garware Technical Fibres Limited,Textiles - General,EQ,03-APR-2007,10,1,INE276A01018,10
449,GATEWAY,Gateway Distriparks Limited,Miscellaneous,EQ,22-MAR-2022,10,1,INE079J01017,10
450,GAYAHWS,Gayatri Highways Limited,Construction & Contracting - Civil,BE,28-JUN-2018,2,1,INE287Z01012,2
451,3MINDIA,3M India Limited,Power - Transmission & Equipment,EQ,13-AUG-2004,10,1,INE470A01017,10
452,ACCURACY,Accuracy Shipping Limited,Shipping,EQ,11-DEC-2020,10,1,INE648Z01015,10
453,3MINDIA,3M India Limited,Power - Transmission & Equipment,EQ,13-AUG-2004,10,1,INE470A01017,10
454,CREST,Crest Ventures Limited,,EQ,27-DEC-2006,10,1,INE559D01011,10
455,DPWIRES,D P Wires Limited,Consumer Goods - Electronic,EQ,17-JAN-2020,10,1,INE864X01013,10
456,GICRE,General Insurance Corporation of India,Diversified,EQ,25-OCT-2017,5,1,INE481Y01014,5
457,GENESYS,Genesys International Corporation Limited,Computers - Software Medium & Small,EQ,23-JAN-2003,5,1,INE727B01026,5
458,ASTRON,Astron Paper & Board Mill Limited,Paper,EQ,29-DEC-2017,10,1,INE646X01014,10
459,ADANIPOWER,Adani Power Limited,Electricals,BE,20-AUG-2009,10,1,INE814H01011,10
460,CANFINHOME,Can Fin Homes Limited,Finance - General,EQ,10-MAY-1995,2,1,INE477A01020,2
461,GFLLIMITED,GFL Limited,Chemicals,EQ,25-MAY-1995,1,1,INE538A01037,1
462,ANSALHSG,Ansal Housing Limited,Finance - Housing,EQ,06-OCT-2006,10,1,INE880B01015,10
463,GILLANDERS,Gillanders Arbuthnot & Company Limited,Diversified,EQ,14-DEC-2009,10,1,INE047B01011,10
464,3MINDIA,3M India Limited,Personal Care,EQ,13-AUG-2004,10,1,INE470A01017,10
465,GINNIFILA,Ginni Filaments Limited,Textiles - Spinning - Cotton Blended,EQ,10-MAY-1995,10,1,INE424C01010,10
466,GKWLIMITED,GKW Limited,Fasteners,EQ,20-JUL-2009,10,1,INE528A01020,10
467,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,Pharmaceuticals,EQ,15-DEC-2000,10,1,INE159A01016,10
468,GLENMARK,Glenmark Pharmaceuticals Limited,Pharmaceuticals,EQ,07-FEB-2000,1,1,INE935A01035,1
469,ALMONDZ,Almondz Global Securities Limited,Transport & Logistics,EQ,16-JUN-2008,6,1,INE326B01027,6
470,CENTURYTEX,Century Textiles & Industries Limited,Textiles - General,EQ,27-JUN-2003,10,1,INE055A01016,10
471,GLOBUSSPR,Globus Spirits Limited,Breweries & Distilleries,EQ,23-SEP-2009,10,1,INE615I01010,10
472,ASALCBR,Associated Alcohols & Breweries Ltd.,Breweries & Distilleries,EQ,12-FEB-2020,10,1,INE073G01016,10
473,GMMPFAUDLR,GMM Pfaudler Limited,Engineering - Heavy,EQ,05-MAR-2018,2,1,INE541A01023,2
474,A2ZINFRA,A2Z Infra Engineering Limited,Infrastructure - General,EQ,23-DEC-2010,10,1,INE619I01012,10
475,ABFRL,Aditya Birla Fashion and Retail Limited,Retailing,EQ,17-JUL-2013,10,1,INE647O01011,10
476,GOACARBON,Goa Carbon Limited,Petrochemicals,EQ,05-JUN-2007,10,1,INE426D01013,10
477,DELTACORP,Delta Corp Limited,Chemicals,EQ,02-NOV-2007,1,1,INE124G01033,1
478,ADANIPOWER,Adani Power Limited,Steel - Sponge Iron,BE,20-AUG-2009,10,1,INE814H01011,10
479,GODREJAGRO,Godrej Agrovet Limited,Miscellaneous,EQ,16-OCT-2017,10,1,INE850D01014,10
480,BAJAJCON,Bajaj Consumer Care Limited,Personal Care,EQ,18-AUG-2010,1,1,INE933K01021,1
481,GODREJAGRO,Godrej Agrovet Limited,Personal Care,EQ,16-OCT-2017,10,1,INE850D01014,10
482,GODREJAGRO,Godrej Agrovet Limited,Construction & Contracting - Real Estate,EQ,16-OCT-2017,10,1,INE850D01014,10
483,GOENKA,Goenka Diamond and Jewels Limited,Diamond Cutting & Jewellery & Precious Metals,BZ,16-APR-2010,1,1,INE516K01024,1
484,GOKEX,Gokaldas Exports Limited,Textiles - Readymade Apparels,EQ,27-APR-2005,5,1,INE887G01027,5
485,AGROPHOS,Agro Phos India Limited,Edible Oils & Solvent Extraction,EQ,08-MAR-2019,10,1,INE740V01019,10
486,GOKUL,Gokul Refoils and Solvent Limited,Edible Oils & Solvent Extraction,EQ,04-JUN-2008,2,1,INE020J01029,2
487,GOLDENTOBC,Golden Tobacco Limited,Cigarettes,BE,08-FEB-1995,10,1,INE973A01010,10
488,GOLDIAM,Goldiam International Limited,Diamond Cutting & Jewellery & Precious Metals,EQ,29-AUG-2005,2,1,INE025B01025,2
489,ADANIPOWER,Adani Power Limited,Electricals,BE,20-AUG-2009,10,1,INE814H01011,10
490,ATFL,Agro Tech Foods Limited,Computers - Software Medium & Small,EQ,06-DEC-2002,10,1,INE209A01019,10
491,GOODYEAR,Goodyear India Limited,Tyres,EQ,28-DEC-1994,10,1,INE533A01012,10
492,GULFPETRO,GP Petroleums Limited,Lubricants,EQ,24-SEP-2004,5,1,INE586G01017,5
