,Ticker,company_name,sector,series,date of listing,paid up value,market lot,isin number,face value
1463,TRITURBINE,Triveni Turbine Limited,Sugar,EQ,28-OCT-2011,1,1,INE152M01016,1
1464,TRITURBINE,Triveni Turbine Limited,Electric Equipment,EQ,28-OCT-2011,1,1,INE152M01016,1
1465,ASTERDM,Aster DM Healthcare Limited,Pharmaceuticals,EQ,26-FEB-2018,10,1,INE914M01019,10
1466,PRESTIGE,Prestige Estates Projects Limited,Domestic Appliances,EQ,27-OCT-2010,10,1,INE811K01011,10
1467,DISHTV,Dish TV India Limited,Media & Entertainment,EQ,18-APR-2007,1,1,INE836F01026,1
1468,DISHTV,Dish TV India Limited,Media & Entertainment,EQ,18-APR-2007,1,1,INE836F01026,1
1469,RADIOCITY,Music Broadcast Limited,Media & Entertainment,EQ,17-MAR-2017,2,1,INE919I01024,2
1470,BEL,Bharat Electronics Limited,Computers - Hardware,EQ,19-JUL-2000,1,1,INE263A01024,1
1471,IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,EQ,07-OCT-2005,10,1,INE547E01014,10
1472,TVSELECT,TVS Electronics Limited,Tyres,EQ,26-DEC-2003,10,1,INE236G01019,10
1473,UCALFUEL,Ucal Fuel Systems Limited,Auto Ancillaries,EQ,13-SEP-1995,10,1,INE139B01016,10
1474,AUBANK,AU Small Finance Bank Limited,Banks - Public Sector,EQ,10-JUL-2017,10,1,INE949L01017,10
1475,UFO,UFO Moviez India Limited,Media & Entertainment,EQ,14-MAY-2015,10,1,INE527H01019,10
1476,AVADHSUGAR,Avadh Sugar & Energy Limited,Sugar,EQ,28-JUL-2017,10,1,INE349W01017,10
1477,5PAISA,5Paisa Capital Limited,Finance - General,EQ,16-NOV-2017,10,1,INE618L01018,10
1478,ADANIGREEN,Adani Green Energy Limited,Power - Transmission & Equipment,EQ,18-JUN-2018,10,1,INE364U01010,10
1479,UJJIVAN,Ujjivan Financial Services Limited,Finance - General,EQ,10-MAY-2016,10,1,INE334L01012,10
1480,UMANGDAIRY,Umang Dairies Limited,Food Processing,EQ,02-DEC-2015,5,1,INE864B01027,5
1481,JYOTHYLAB,Jyothy Labs Limited,Pharmaceuticals,EQ,19-DEC-2007,1,1,INE668F01031,1
1482,KAVVERITEL,Kavveri Telecom Products Limited,Telecommunications - Service,EQ,29-JAN-2008,10,1,INE641C01019,10
1483,AUBANK,AU Small Finance Bank Limited,Banks - Public Sector,EQ,10-JUL-2017,10,1,INE949L01017,10
1484,UNIENTER,Uniphos Enterprises Limited,Trading,EQ,23-JAN-2004,2,1,INE037A01022,2
1485,UNITECH,Unitech Limited,Construction & Contracting - Civil,BZ,08-SEP-1999,2,1,INE694A01020,2
1486,MCDOWELL-N,United Spirits Limited,Breweries & Distilleries,EQ,27-SEP-2001,2,1,INE854D01024,2
1487,JINDRILL,Jindal Drilling And Industries Limited,,EQ,22-DEC-2006,5,1,INE742C01031,5
1488,MCDOWELL-N,United Spirits Limited,Plantations - Tea & Coffee,EQ,27-SEP-2001,2,1,INE854D01024,2
1489,MCDOWELL-N,United Spirits Limited,Textiles - Readymade Apparels,EQ,27-SEP-2001,2,1,INE854D01024,2
1490,GLOBUSSPR,Globus Spirits Limited,Breweries & Distilleries,EQ,23-SEP-2009,10,1,INE615I01010,10
1491,3MINDIA,3M India Limited,Construction & Contracting - Civil,EQ,13-AUG-2004,10,1,INE470A01017,10
1492,BIRLACABLE,Birla Cable Limited,Cables - Power & Others,EQ,06-DEC-1995,10,1,INE800A01015,10
1493,MINDACORP,Minda Corporation Limited,,EQ,16-OCT-2014,2,1,INE842C01021,2
1494,UPL,UPL Limited,Chemicals,EQ,23-JAN-2004,2,1,INE628A01036,2
1495,ALMONDZ,Almondz Global Securities Limited,Power - Generation & Distribution,EQ,16-JUN-2008,6,1,INE326B01027,6
1496,UMESLTD,Usha Martin Education & Solutions Limited,Steel - Medium & Small,EQ,12-JUL-2010,1,1,INE240C01028,1
1497,UMESLTD,Usha Martin Education & Solutions Limited,Computers - Software Medium & Small,EQ,12-JUL-2010,1,1,INE240C01028,1
1498,UTTAMSTL,Uttam Galva Steels Limited,Steel - GP & GC Sheets,BE,25-MAY-1995,10,1,INE699A01011,10
1499,AVADHSUGAR,Avadh Sugar & Energy Limited,Sugar,EQ,28-JUL-2017,10,1,INE349W01017,10
1500,ABFRL,Aditya Birla Fashion and Retail Limited,Retail,EQ,17-JUL-2013,10,1,INE647O01011,10
1501,ATFL,Agro Tech Foods Limited,Infrastructure - General,EQ,06-DEC-2002,10,1,INE209A01019,10
1502,VADILALIND,Vadilal Industries Limited,Food Processing,EQ,15-JUN-2011,10,1,INE694D01016,10
1503,ALMONDZ,Almondz Global Securities Limited,Retail,EQ,16-JUN-2008,6,1,INE326B01027,6
1504,AJANTPHARM,Ajanta Pharma Limited,Pharmaceuticals,EQ,29-MAY-2000,2,1,INE031B01049,2
1505,VAKRANGEE,Vakrangee Limited,Computers - Software Medium & Small,EQ,03-APR-2006,1,1,INE051B01021,1
1506,FINEORG,Fine Organic Industries Limited,Chemicals,EQ,02-JUL-2018,5,1,INE686Y01026,5
1507,VARDHACRLC,Vardhman Acrylics Limited,Textiles - Manmade,EQ,30-SEP-2003,10,1,INE116G01013,10
1508,VARDHACRLC,Vardhman Acrylics Limited,Finance - Investments,EQ,30-SEP-2003,10,1,INE116G01013,10
1509,JINDALPOLY,Jindal Poly Films Limited,Textiles - Spinning - Cotton Blended,EQ,21-JAN-2002,10,1,INE197D01010,10
1510,KSL,Kalyani Steels Limited,Steel - Medium & Small,EQ,19-MAY-2010,5,1,INE907A01026,5
1511,VARDHACRLC,Vardhman Acrylics Limited,Textiles - Spinning - Cotton Blended,EQ,30-SEP-2003,10,1,INE116G01013,10
1512,VARROC,Varroc Engineering Limited,Engineering - Heavy,EQ,06-JUL-2018,1,1,INE665L01035,1
1513,VBL,Varun Beverages Limited,Food Processing,EQ,08-NOV-2016,10,1,INE200M01013,10
1514,VASCONEQ,Vascon Engineers Limited,,EQ,15-FEB-2010,10,1,INE893I01013,10
1515,VASWANI,Vaswani Industries Limited,Steel - Sponge Iron,EQ,20-SEP-2011,10,1,INE590L01019,10
1516,ARVINDFASN,Arvind Fashions Limited,Retailing,EQ,08-MAR-2019,4,1,INE955V01021,4
1517,VEDL,Vedanta Limited,Mining & Minerals,EQ,13-MAY-1998,1,1,INE205A01025,1
1518,APOLLOPIPE,Apollo Pipes Limited,Iron & Steel,EQ,11-NOV-2019,10,1,INE126J01016,10
1519,INDOCO,Indoco Remedies Limited,Pharmaceuticals,EQ,14-JAN-2005,2,1,INE873D01024,2
1520,VERTOZ,Vertoz Advertising Limited,,EQ,14-MAY-2020,10,1,INE188Y01015,10
1521,3MINDIA,3M India Limited,Cement - Products & Building Materials,EQ,13-AUG-2004,10,1,INE470A01017,10
1522,VETO,Veto Switchgears And Cables Limited,Electric Equipment,EQ,29-APR-2015,10,1,INE918N01018,10
1523,VGUARD,V-Guard Industries Limited,Electric Equipment,EQ,13-MAR-2008,1,1,INE951I01027,1
1524,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,Hotels,EQ,25-JUN-2007,2,1,INE199C01026,2
1525,VIDHIING,Vidhi Specialty Food Ingredients Limited,Dyes & Pigments,EQ,02-MAR-2016,1,1,INE632C01026,1
1526,APTUS,Aptus Value Housing Finance India Limited,Finance - General,EQ,24-AUG-2021,2,1,INE852O01025,2
1527,RVNL,Rail Vikas Nigam Limited,Chemicals,EQ,11-APR-2019,10,1,INE415G01027,10
1528,ABSLAMC,Aditya Birla Sun Life AMC Limited,Miscellaneous,EQ,11-OCT-2021,5,1,INE404A01024,5
1529,RVNL,Rail Vikas Nigam Limited,Food Processing,EQ,11-APR-2019,10,1,INE415G01027,10
1530,RVNL,Rail Vikas Nigam Limited,Chemicals,EQ,11-APR-2019,10,1,INE415G01027,10
1531,JYOTHYLAB,Jyothy Labs Limited,Miscellaneous,EQ,19-DEC-2007,1,1,INE668F01031,1
1532,AMIORG,Ami Organics Limited,Chemicals,EQ,14-SEP-2021,10,1,INE00FF01017,10
1533,VINDHYATEL,Vindhya Telelinks Limited,Cables - Telephone,EQ,08-FEB-1995,10,1,INE707A01012,10
1534,ALKYLAMINE,Alkyl Amines Chemicals Limited,Chemicals,EQ,26-NOV-2007,2,1,INE150B01039,2
1535,INDIANCARD,Indian Card Clothing Company Limited,Textiles - Readymade Apparels,EQ,08-JAN-1997,10,1,INE061A01014,10
1536,AARON,Aaron Industries Limited,,BE,06-NOV-2020,10,1,INE721Z01010,10
1537,JINDALSTEL,Jindal Steel & Power Limited,Steel - Large,EQ,29-DEC-1999,1,1,INE749A01030,1
1538,VARDMNPOLY,Vardhman Polytex Limited,Textiles - Readymade Apparels,EQ,12-MAY-2003,10,1,INE835A01011,10
1539,VISAKAIND,Visaka Industries Limited,Cement - Products & Building Materials,EQ,28-AUG-1996,10,1,INE392A01013,10
1540,3IINFOLTD,3i Infotech Limited,Computers - Software Medium & Small,EQ,22-OCT-2021,10,1,INE748C01038,10
1541,VISHAL,Vishal Fabrics Limited,Textiles - Spinning - Cotton Blended,EQ,19-AUG-2019,5,1,INE755Q01025,5
1542,DHARAMSI,The Dharamsi Morarji Chemical Company Limited,Chemicals,EQ,01-DEC-2021,10,1,INE505A01010,10
1543,JYOTHYLAB,Jyothy Labs Limited,Pharmaceuticals,EQ,19-DEC-2007,1,1,INE668F01031,1
1544,APTUS,Aptus Value Housing Finance India Limited,Finance - Leasing & Hire Purchase,EQ,24-AUG-2021,2,1,INE852O01025,2
1545,ABFRL,Aditya Birla Fashion and Retail Limited,Retail,EQ,17-JUL-2013,10,1,INE647O01011,10
1546,IDEA,Vodafone Idea Limited,Telecommunications - Service,EQ,09-MAR-2007,10,1,INE669E01016,10
1547,VOLTAMP,Voltamp Transformers Limited,Power - Transmission & Equipment,EQ,20-SEP-2006,10,1,INE540H01012,10
1548,VOLTAS,Voltas Limited,Diversified,EQ,12-APR-1995,1,1,INE226A01021,1
1549,AEGISCHEM,Aegis Logistics Limited,Transport & Logistics,EQ,03-APR-1996,1,1,INE208C01025,1
1550,VSTIND,VST Industries Limited,Cigarettes,EQ,05-SEP-2003,10,1,INE710A01016,10
1551,VSTIND,VST Industries Limited,Auto - Tractors,EQ,05-SEP-2003,10,1,INE710A01016,10
1552,WALCHANNAG,Walchandnagar Industries Limited,Engineering - Heavy,BE,18-SEP-1996,2,1,INE711A01022,2
1553,WANBURY,Wanbury Limited,Pharmaceuticals,BE,29-JAN-2007,10,1,INE107F01022,10
1554,WATERBASE,Waterbase Limited,Aquaculture,EQ,08-FEB-1995,10,1,INE054C01015,10
1555,WEWIN,WE WIN LIMITED,Computers - Software Medium & Small,BE,15-JUN-2022,10,1,INE082W01014,10
1556,ANANDRATHI,Anand Rathi Wealth Limited,Finance - Investments,EQ,14-DEC-2021,5,1,INE463V01026,5
1557,ADANIGREEN,Adani Green Energy Limited,Electric Equipment,EQ,18-JUN-2018,10,1,INE364U01010,10
1558,WEIZMANIND,Weizmann Limited,Textiles - Processing,EQ,10-MAY-1995,10,1,INE080A01014,10
1559,DELTACORP,Delta Corp Limited,Steel - Tubes & Pipes,EQ,02-NOV-2007,1,1,INE124G01033,1
1560,WELCORP,Welspun Corp Limited,Construction & Contracting - Civil,EQ,24-MAY-2005,5,1,INE191B01025,5
1561,3MINDIA,3M India Limited,Textiles - Weaving,EQ,13-AUG-2004,10,1,INE470A01017,10
1562,WELCORP,Welspun Corp Limited,Finance - Investments,EQ,24-MAY-2005,5,1,INE191B01025,5
1563,WENDT,Wendt (India) Limited,Abrasives,EQ,07-AUG-2006,10,1,INE274C01019,10
1564,BLUECOAST,Blue Coast Hotels Limited,Paper,BE,16-FEB-2000,10,1,INE472B01011,10
1565,DEVIT,Dev Information Technology Limited,Hotels,EQ,15-FEB-2022,10,1,INE060X01018,10
1566,SSWL,Steel Strips Wheels Limited,Auto Ancillaries,EQ,06-JUN-2005,5,1,INE802C01025,5
1567,WHIRLPOOL,Whirlpool of India Limited,Consumer Goods - White Goods,EQ,06-APR-2010,10,1,INE716A01013,10
1568,WINDMACHIN,Windsor Machines Limited,Engineering - Heavy,EQ,17-AUG-2011,2,1,INE052A01021,2
1569,WINPRO,WinPro Industries Limited,,BE,19-AUG-2019,5,1,INE974C01022,5
1570,WIPRO,Wipro Limited,Computers - Software,EQ,08-NOV-1995,2,1,INE075A01022,2
1571,WOCKPHARMA,Wockhardt Limited,Pharmaceuticals,EQ,23-FEB-2000,5,1,INE049B01025,5
1572,WONDERLA,Wonderla Holidays Limited,Miscellaneous,EQ,09-MAY-2014,10,1,INE066O01014,10
1573,WORTH,Worth Peripherals Limited,Packaging,EQ,04-AUG-2020,10,1,INE196Y01018,10
1574,AARON,Aaron Industries Limited,Electric Equipment,BE,06-NOV-2020,10,1,INE721Z01010,10
1575,XCHANGING,Xchanging Solutions Limited,Computers - Software Medium & Small,EQ,09-MAR-2005,10,1,INE692G01013,10
1576,INTELLECT,Intellect Design Arena Limited,Computers - Software,EQ,18-DEC-2014,5,1,INE306R01017,5
1577,3MINDIA,3M India Limited,Packaging,EQ,13-AUG-2004,10,1,INE470A01017,10
1578,ADSL,Allied Digital Services Limited,,EQ,25-JUL-2007,5,1,INE102I01027,5
1579,AUBANK,AU Small Finance Bank Limited,Banks - Private Sector,EQ,10-JUL-2017,10,1,INE949L01017,10
1580,ZEEL,Zee Entertainment Enterprises Limited,Media & Entertainment,EQ,09-SEP-1998,1,1,INE256A01028,1
1581,ZEEL,Zee Entertainment Enterprises Limited,Computers - Software - Training,EQ,09-SEP-1998,1,1,INE256A01028,1
1582,BAGFILMS,B.A.G Films and Media Limited,Media & Entertainment,BE,17-OCT-2003,2,1,INE116D01028,2
1583,ATFL,Agro Tech Foods Limited,,EQ,06-DEC-2002,10,1,INE209A01019,10
1584,ZENITHEXPO,Zenith Exports Limited,Steel - Tubes & Pipes,EQ,10-JUL-1996,10,1,INE058B01018,10
1585,ATFL,Agro Tech Foods Limited,Computers - Software,EQ,06-DEC-2002,10,1,INE209A01019,10
1586,INDIANCARD,Indian Card Clothing Company Limited,Textiles - Readymade Apparels,EQ,08-JAN-1997,10,1,INE061A01014,10
1587,ADANIGREEN,Adani Green Energy Limited,Power - Generation & Distribution,EQ,18-JUN-2018,10,1,INE364U01010,10
1588,AMRUTANJAN,Amrutanjan Health Care Limited,Pharmaceuticals,EQ,02-JAN-2015,1,1,INE098F01031,1
1589,AGROPHOS,Agro Phos India Limited,Fertilisers,EQ,08-MAR-2019,10,1,INE740V01019,10
1590,ZUARI,Zuari Agro Chemicals Limited,Fertilisers,EQ,27-NOV-2012,10,1,INE840M01016,10
1591,ABSLAMC,Aditya Birla Sun Life AMC Limited,,EQ,11-OCT-2021,5,1,INE404A01024,5
1592,ZYDUSLIFE,Zydus Lifesciences Limited,Vanaspati & Oils,EQ,18-APR-2000,1,1,INE010B01027,1
