,0,1,2,3,4,5,6,7,8,9,10
658,658,MGL,Mahanagar Gas Limited,,,EQ,01-Jul-16,10,1,INE002S01010,10
659,659,MHRIL,Mahindra Holidays & Resorts India Limited,Hotels,Hotels,EQ,16-Jul-09,10,1,INE998I01010,10
660,660,MINDACORP,Minda Corporation Limited,,,EQ,16-Oct-14,2,1,INE842C01021,2
661,661,MINDTECK,Mindteck (India) Limited,Computers - Software,Computers - Software,EQ,02-Aug-16,10,1,INE110B01017,10
662,662,MINDTREE,MindTree Limited,Computers,Computers,EQ,07-Mar-07,10,1,INE018I01017,10
663,663,MIRCELECTR,MIRC Electronics Limited,Consumer Goods,Consumer Goods,EQ,24-May-04,1,1,INE831A01028,1
664,664,MIRZAINT,Mirza International Limited,Leather Products,Leather Products,EQ,28-Apr-99,2,1,INE771A01026,2
665,665,MMFL,MM Forgings Limited,Auto Ancl,Auto Ancl,EQ,20-Dec-06,10,1,INE227C01017,10
666,666,MMTC,MMTC Limited,Trading,Trading,EQ,09-Apr-12,1,1,INE123F01029,1
667,667,MOHITIND,Mohit Industries Limited,Textiles - Processing,Textiles - Processing,EQ,14-Mar-13,10,1,INE954E01012,10
668,668,MOIL,MOIL Limited,Mining & Minerals,Mining & Minerals,EQ,15-Dec-10,10,1,INE490G01020,10
669,669,MOLDTECH,Mold-Tek Technologies Limited,Plastics,Plastics,EQ,07-Jul-16,2,1,INE835B01035,2
670,670,MOLDTKPAC,Mold-Tek Packaging Limited,Printing & Stationery,Printing & Stationery,EQ,23-Feb-15,5,1,INE893J01029,5
671,671,MONTECARLO,Monte Carlo Fashions Limited,Textiles - Readymade Apparels,Textiles - Readymade Apparels,EQ,19-Dec-14,10,1,INE950M01013,10
672,672,MORARJEE,Morarjee Textiles Limited,Textiles - Spinning - Cotton Blended,Textiles - Spinning - Cotton Blended,EQ,14-Sep-12,7,1,INE161G01027,7
673,673,MOREPENLAB,Morepen Laboratories Limited,Pharmaceuticals,Pharmaceuticals,EQ,24-Nov-99,2,1,INE083A01026,2
674,674,MOTILALOFS,Motilal Oswal Financial Services Limited,Finance,Finance,EQ,11-Sep-07,1,1,INE338I01027,1
675,675,MPHASIS,MphasiS Limited,Computers - Software,Computers - Software,EQ,04-Jun-04,10,1,INE356A01018,10
676,676,MPSLTD,MPS Limited,Printing & Stationery,Printing & Stationery,EQ,21-Jan-02,10,1,INE943D01017,10
677,677,MRF,MRF Limited,Tyres,Tyres,EQ,18-Sep-96,10,1,INE883A01011,10
678,678,MRO-TEK,MRO-TEK Realty Limited,Computers - Hardware,Computers - Hardware,EQ,01-Nov-00,5,1,INE398B01018,5
679,679,MRPL,Mangalore Refinery and Petrochemicals Limited,Refineries,Refineries,EQ,07-Jan-05,10,1,INE103A01014,10
680,680,MSPL,MSP Steel & Power Limited,Steel,Steel,EQ,18-Jul-05,10,1,INE752G01015,10
681,681,MTEDUCARE,MT Educare Limited,Computers - Software - Training,Computers - Software - Training,EQ,12-Apr-12,10,1,INE472M01018,10
682,682,MTNL,Mahanagar Telephone Nigam Limited,Telecom,Telecom,EQ,17-Feb-99,10,1,INE153A01019,10
683,683,MUKANDLTD,Mukand Limited,Steel - Medium & Small,Steel - Medium & Small,EQ,23-Feb-04,10,1,INE304A01026,10
684,684,MUKTAARTS,Mukta Arts Limited,Media & Entertainment,Media & Entertainment,EQ,12-Sep-00,5,1,INE374B01019,5
685,685,MUNJALAU,Munjal Auto Industries Limited,Auto Ancillaries,Auto Ancillaries,EQ,19-Jul-06,2,1,INE672B01032,2
686,686,MUNJALSHOW,Munjal Showa Limited,Auto Ancl,Auto Ancl,EQ,12-May-03,2,1,INE577A01027,2
687,687,MUTHOOTCAP,Muthoot Capital Services Limited,Finance - Investments,Finance - Investments,EQ,24-Aug-15,10,1,INE296G01013,10
688,688,MUTHOOTFIN,Muthoot Finance Limited,Finance,Finance,EQ,06-May-11,10,1,INE414G01012,10
689,689,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,Fertilisers,Fertilisers,BE,15-Jun-16,1,1,INE454M01024,1
690,690,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,Textiles - Spinning - Cotton Blended,Textiles - Spinning - Cotton Blended,EQ,18-Sep-07,5,1,INE245I01016,5
691,691,NAGREEKEXP,Nagreeka Exports Limited,Textiles,Textiles,EQ,18-Jun-07,5,1,INE123B01028,5
692,692,NAHARCAP,Nahar Capital and Financial Services Limited,Textiles - Composite Mills,Textiles - Composite Mills,EQ,11-Mar-08,5,1,INE049I01012,5
693,693,NAHARINDUS,Nahar Industrial Enterprises Limited,Textiles,Textiles,EQ,15-Dec-05,10,1,INE289A01011,10
694,694,NAHARPOLY,Nahar Poly Films Limited,Textiles,Textiles,EQ,23-Mar-07,5,1,INE308A01027,5
695,695,NAHARSPING,Nahar Spinning Mills Limited,Textiles,Textiles,EQ,23-Mar-07,5,1,INE290A01027,5
696,696,NATCOPHARM,Natco Pharma Limited,Pharmaceuticals,Pharmaceuticals,EQ,27-Dec-95,2,1,INE987B01026,2
697,697,NATHBIOGEN,Nath Bio-Genes (India) Limited,Pharmaceuticals,Pharmaceuticals,EQ,28-Jan-14,10,1,INE448G01010,10
698,698,NATIONALUM,National Aluminium Company Limited,Aluminium,Aluminium,EQ,28-Apr-99,5,1,INE139A01034,5
699,699,NAUKRI,Info Edge (India) Limited,Misc,Misc,EQ,21-Nov-06,10,1,INE663F01024,10
700,700,NAVINFLUOR,Navin Fluorine International Limited,Chemicals,Chemicals,EQ,01-Jun-07,2,1,INE048G01026,2
701,701,NAVKARCORP,Navkar Corporation Limited,Misc,Misc,EQ,09-Sep-15,10,1,INE278M01019,10
702,702,NAVNETEDUL,Navneet Education Limited,Printing & Stationery,Printing & Stationery,EQ,08-Feb-95,2,1,INE060A01024,2
703,703,NBCC,NBCC (India) Limited,Construction,Construction,EQ,12-Apr-12,1,1,INE095N01031,1
704,704,NCC,NCC Limited,Construction & Contracting - Civil,Construction & Contracting - Civil,EQ,14-Oct-03,2,1,INE868B01028,2
705,705,NCLIND,NCL Industries Limited,Cement,Cement,EQ,03-Apr-07,10,1,INE732C01016,10
706,706,NDGL,Naga Dhunseri Group Limited,,,EQ,29-Aug-16,10,1,INE756C01015,10
707,707,NDL,Nandan Denim Limited,Textiles - Denim,Textiles - Denim,EQ,23-Mar-12,10,1,INE875G01030,10
708,708,NDTV,New Delhi Television Limited,Entertainment,Entertainment,BE,19-May-04,4,1,INE155G01029,4
709,709,NECCLTD,North Eastern Carrying Corporation Limited,Misc,Misc,EQ,02-Mar-16,10,1,INE553C01016,10
710,710,NECLIFE,Nectar Lifesciences Limited,Pharmaceuticals,Pharmaceuticals,EQ,18-Jul-05,1,1,INE023H01027,1
711,711,NELCAST,Nelcast Limited,Castings & Forgings,Castings & Forgings,EQ,27-Jun-07,2,1,INE189I01024,2
712,712,NELCO,NELCO Limited,Telecommunications - Equipment,Telecommunications - Equipment,EQ,28-May-03,10,1,INE045B01015,10
713,713,NESCO,Nesco Limited,Diversified,Diversified,EQ,08-Apr-08,2,1,INE317F01035,2
714,714,NESTLEIND,Nestle India Limited,Food Processing,Food Processing,EQ,08-Jan-10,10,1,INE239A01016,10
715,715,NETWORK18,Network18 Media & Investments Limited,Finance,Finance,EQ,02-Feb-07,5,1,INE870H01013,5
716,716,NEULANDLAB,Neuland Laboratories Limited,Pharmaceuticals,Pharmaceuticals,EQ,13-Oct-08,10,1,INE794A01010,10
717,717,NFL,National Fertilizers Limited,Fertilisers,Fertilisers,EQ,28-Dec-06,10,1,INE870D01012,10
718,718,NH,Narayana Hrudayalaya Ltd.,Hospitals & Medical Services,Hospitals & Medical Services,EQ,06-Jan-16,10,1,INE410P01011,10
719,719,NHPC,NHPC Limited,Power - Generation & Distribution,Power - Generation & Distribution,EQ,01-Sep-09,10,1,INE848E01016,10
720,720,NIBL,NRB Industrial Bearings Limited,,,EQ,09-Apr-13,2,1,INE047O01014,2
721,721,NIITLTD,NIIT Limited,Computers - Software - Training,Computers - Software - Training,EQ,16-Aug-04,2,1,INE161A01038,2
722,722,NILAINFRA,Nila Infrastructures Limited,,,EQ,21-May-15,1,1,INE937C01029,1
723,723,NILKAMAL,Nilkamal Limited,Plastics,Plastics,EQ,01-Nov-95,10,1,INE310A01015,10
724,724,NIPPOBATRY,Indo-National Limited,Dry Cells,Dry Cells,EQ,06-Oct-99,5,1,INE567A01028,5
725,725,NITCO,Nitco Limited,Ceramics & Granite,Ceramics & Granite,EQ,21-Mar-06,10,1,INE858F01012,10
726,726,NITINSPIN,Nitin Spinners Limited,Textiles - Spinning - Cotton Blended,Textiles - Spinning - Cotton Blended,EQ,02-Feb-06,10,1,INE229H01012,10
727,727,NKIND,NK Industries Limited,,,BE,07-Jul-95,10,1,INE542C01019,10
728,728,NLCINDIA,NLC India Limited,,,EQ,23-Aug-00,10,1,INE589A01014,10
729,729,NMDC,NMDC Limited,Mining & Minerals,Mining & Minerals,EQ,03-Mar-08,1,1,INE584A01023,1
730,730,NOCIL,NOCIL Limited,Petrochemicals,Petrochemicals,EQ,17-Jan-96,10,1,INE163A01018,10
731,731,NOIDATOLL,Noida Toll Bridge Company Limited,Construction & Contracting - Civil,Construction & Contracting - Civil,EQ,06-Dec-02,10,1,INE781B01015,10
732,732,NRAIL,N R Agarwal Industries Limited,,,EQ,05-Apr-17,10,1,INE740D01017,10
733,733,NRBBEARING,NRB Bearing Limited,Auto Ancl,Auto Ancl,EQ,08-Mar-00,2,1,INE349A01021,2
734,734,NSIL,Nalwa Sons Investments Limited,Finance,Finance,EQ,17-Nov-03,10,1,INE023A01030,10
735,735,NTPC,NTPC Limited,Power - Generation & Distribution,Power - Generation & Distribution,EQ,05-Nov-04,10,1,INE733E01010,10
736,736,NUCLEUS,Nucleus Software Exports Limited,Computers - Software Medium & Small,Computers - Software Medium & Small,EQ,19-Dec-02,10,1,INE096B01018,10
737,737,OBEROIRLTY,Oberoi Realty Limited,Construction,Construction,EQ,20-Oct-10,10,1,INE093I01010,10
738,738,OCCL,Oriental Carbon & Chemicals Limited,Chemicals,Chemicals,EQ,27-Jan-16,10,1,INE321D01016,10
739,739,OFSS,Oracle Financial Services Software Limited,Computers,Computers,EQ,28-Jun-02,5,1,INE881D01027,5
740,740,OIL,Oil India Limited,Oil Drilling,Oil Drilling,EQ,30-Sep-09,10,1,INE274J01014,10
741,741,OILCOUNTUB,Oil Country Tubular Limited,Steel,Steel,EQ,30-Aug-95,10,1,INE591A01010,10
742,742,OMAXAUTO,Omax Autos Limited,Auto Ancillaries,Auto Ancillaries,EQ,20-Feb-03,10,1,INE090B01011,10
743,743,OMAXE,Omaxe Limited,Construction & Contracting - Real Estate,Construction & Contracting - Real Estate,EQ,09-Aug-07,10,1,INE800H01010,10
744,744,OMKARCHEM,Omkar Speciality Chemicals Limited,Chemicals,Chemicals,EQ,10-Feb-11,10,1,INE474L01016,10
745,745,ONGC,Oil & Natural Gas Corporation Limited,Oil Drilling,Oil Drilling,EQ,19-Jul-95,5,1,INE213A01029,5
746,746,ONMOBILE,OnMobile Global Limited,Telecom,Telecom,EQ,19-Feb-08,10,1,INE809I01019,10
747,747,ORBTEXP,Orbit Exports Limited,,,EQ,05-Nov-13,10,1,INE231G01010,10
748,748,ORICONENT,Oricon Enterprises Limited,Packaging,Packaging,EQ,24-Jul-15,2,1,INE730A01022,2
749,749,ORIENTABRA,Orient Abrasives Limited,Grinding Wheels,Grinding Wheels,EQ,15-Dec-05,1,1,INE569C01020,1
750,750,ORIENTBELL,Orient Bell Limited,,,EQ,14-Feb-07,10,1,INE607D01018,10
751,751,ORIENTCEM,Orient Cement Limited,,,EQ,12-Jul-13,1,1,INE876N01018,1
752,752,ORIENTHOT,Oriental Hotels Limited,Hotels,Hotels,EQ,27-Aug-98,1,1,INE750A01020,1
753,753,ORIENTLTD,Orient Press Limited,,,EQ,03-Mar-10,10,1,INE609C01024,10
754,754,ORIENTPPR,Orient Paper & Industries Limited,Diversified,Diversified,EQ,29-Mar-95,1,1,INE592A01026,1
755,755,ORISSAMINE,The Orissa Minerals Development Company Limited,Mining,Mining,BE,29-Sep-10,1,1,INE725E01024,1
756,756,ORTEL,Ortel Communications Limited,Media & Entertainment,Media & Entertainment,BZ,19-Mar-15,10,1,INE849L01019,10
757,757,PAGEIND,Page Industries Limited,Textiles,Textiles,EQ,16-Mar-07,10,1,INE761H01022,10
758,758,PANACEABIO,Panacea Biotec Limited,Pharmaceuticals,Pharmaceuticals,EQ,17-Apr-96,1,1,INE922B01023,1
759,759,PANAMAPET,Panama Petrochem Limited,Chemicals,Chemicals,EQ,30-Sep-11,2,1,INE305C01029,2
760,760,PARAGMILK,Parag Milk Foods Limited,,,EQ,19-May-16,10,1,INE883N01014,10
761,761,PARSVNATH,Parsvnath Developers Limited,Construction & Contracting - Real Estate,Construction & Contracting - Real Estate,EQ,30-Nov-06,5,1,INE561H01026,5
762,762,PATELENG,Patel Engineering Limited,,,EQ,24-Feb-05,1,1,INE244B01030,1
763,763,PATINTLOG,Patel Integrated Logistics Limited,Transport,Transport,EQ,11-Jan-08,10,1,INE529D01014,10
764,764,PCJEWELLER,PC Jeweller Limited,Diamond Cutting & Jewellery & Precious Metals,Diamond Cutting & Jewellery & Precious Metals,BE,27-Dec-12,10,1,INE785M01013,10
765,765,PDMJEPAPER,Pudumjee Paper Products Limited,Paper,Paper,EQ,30-Mar-16,1,1,INE865T01018,1
766,766,PDPL,Parenteral Drugs (India) Limited,Pharmaceuticals,Pharmaceuticals,BE,19-Aug-10,10,1,INE904D01019,10
767,767,PEL,Piramal Enterprises Limited,Pharmaceuticals,Pharmaceuticals,EQ,08-Feb-95,2,1,INE140A01024,2
768,768,PENIND,Pennar Industries Limited,Steel - CR & HR Strips,Steel - CR & HR Strips,EQ,25-Nov-10,5,1,INE932A01024,5
769,769,PENINLAND,Peninsula Land Limited,Construction,Construction,BE,08-Feb-95,2,1,INE138A01028,2
770,770,PERSISTENT,Persistent Systems Limited,Computers - Software,Computers - Software,EQ,06-Apr-10,10,1,INE262H01013,10
771,771,PETRONET,Petronet LNG Limited,Petrochem,Petrochem,EQ,26-Mar-04,10,1,INE347G01014,10
772,772,PFC,Power Finance Corporation Limited,Finance,Finance,EQ,23-Feb-07,10,1,INE134E01011,10
773,773,PFIZER,Pfizer Limited,Pharmaceuticals,Pharmaceuticals,EQ,28-Apr-99,10,1,INE182A01018,10
774,774,PFOCUS,Prime Focus Limited,Finance - Investments,Finance - Investments,EQ,20-Jun-06,1,1,INE367G01038,1
775,775,PFS,PTC India Financial Services Limited,,,EQ,30-Mar-11,10,1,INE560K01014,10
776,776,PGEL,PG Electroplast Limited,Consumer Goods - Electronic,Consumer Goods - Electronic,EQ,26-Sep-11,10,1,INE457L01011,10
777,777,PGHH,Procter & Gamble Hygiene and Health Care Limited,FMCG,FMCG,EQ,07-Jul-04,10,1,INE179A01014,10
778,778,PGIL,Pearl Global Industries Limited,,,EQ,15-Feb-07,10,1,INE940H01014,10
779,779,PHOENIXLTD,The Phoenix Mills Limited,Construction,Construction,EQ,23-Apr-07,2,1,INE211B01039,2
780,780,PIDILITIND,Pidilite Industries Limited,Chemicals,Chemicals,EQ,29-Mar-95,1,1,INE318A01026,1
781,781,PIIND,PI Industries Limited,,,EQ,15-Jun-11,1,1,INE603J01030,1
782,782,PIONDIST,Pioneer Distilleries Limited,Breweries & Distilleries,Breweries & Distilleries,EQ,15-Jun-10,10,1,INE889E01010,10
783,783,PIONEEREMB,Pioneer Embroideries Limited,Textiles,Textiles,EQ,16-May-06,10,1,INE156C01018,10
784,784,PKTEA,The Peria Karamalai Tea & Produce Company Limited,Plantations - Tea & Coffee,Plantations - Tea & Coffee,BE,19-Aug-15,10,1,INE431F01018,10
785,785,PLASTIBLEN,Plastiblends India Limited,Plastics,Plastics,EQ,28-Dec-06,5,1,INE083C01022,5
786,786,PNB,Punjab National Bank,Banks - PSU,Banks - PSU,EQ,24-Apr-02,2,1,INE160A01022,2
787,787,PNBGILTS,PNB Gilts Limited,Finance - Investments,Finance - Investments,EQ,18-Sep-00,10,1,INE859A01011,10
788,788,PNBHOUSING,PNB Housing Finance Limited,,,EQ,07-Nov-16,10,1,INE572E01012,10
789,789,PNCINFRA,PNC Infratech Limited,,,EQ,26-May-15,2,1,INE195J01029,2
790,790,PODDARHOUS,Poddar Housing and Development Limited,Dyes & Pigments,Dyes & Pigments,EQ,10-Apr-17,10,1,INE888B01018,10
791,791,PODDARMENT,Poddar Pigments Limited,,,EQ,22-Nov-16,10,1,INE371C01013,10
792,792,POKARNA,Pokarna Limited,Ceramics & Granite,Ceramics & Granite,EQ,07-Jul-16,2,1,INE637C01025,2
793,793,POLYMED,Poly Medicure Limited,,,EQ,07-Dec-11,5,1,INE205C01021,5
794,794,POLYPLEX,Polyplex Corporation Limited,Packaging,Packaging,EQ,11-Apr-03,10,1,INE633B01018,10
795,795,PONNIERODE,Ponni Sugars (Erode) Limited,Sugar,Sugar,EQ,16-Apr-02,10,1,INE838E01017,10
796,796,POWERGRID,Power Grid Corporation of India Limited,Power,Power,EQ,05-Oct-07,10,1,INE752E01010,10
797,797,POWERMECH,Power Mech Projects Limited,,,EQ,26-Aug-15,10,1,INE211R01019,10
798,798,PPAP,PPAP Automotive Limited,Plastics,Plastics,EQ,11-Jan-08,10,1,INE095I01015,10
799,799,PRAENG,Prajay Engineers Syndicate Limited,Construction & Contracting - Housing,Construction & Contracting - Housing,EQ,02-Jan-07,10,1,INE505C01016,10
800,800,PRAJIND,Praj Industries Limited,Engineering,Engineering,EQ,11-Oct-95,2,1,INE074A01025,2
801,801,PRAKASH,Prakash Industries Limited,Diversified,Diversified,EQ,10-May-95,10,1,INE603A01013,10
802,802,PRAKASHSTL,Prakash Steelage Limited,,,EQ,25-Aug-10,1,1,INE696K01024,1
803,803,PRECAM,Precision Camshafts Limited,,,EQ,08-Feb-16,10,1,INE484I01029,10
804,804,PRECWIRE,Precision Wires India Limited,Metals,Metals,EQ,06-Sep-95,1,1,INE372C01037,1
805,805,PREMEXPLN,Premier Explosives Limited,Plastics,Plastics,EQ,17-Jun-16,10,1,INE863B01011,10
806,806,PREMIER,Premier Limited,Engineering,Engineering,BE,03-Apr-96,10,1,INE342A01018,10
807,807,PREMIERPOL,Premier Polyfilm Limited,,,EQ,13-Dec-95,5,1,INE309M01012,5
808,808,PRESSMN,Pressman Advertising Limited,,,EQ,05-Jan-05,2,1,INE980A01023,2
809,809,PRESTIGE,Prestige Estates Projects Limited,Domestic Appliances,Domestic Appliances,EQ,27-Oct-10,10,1,INE811K01011,10
810,810,PRICOLLTD,Pricol Limited,Auto Ancillaries,Auto Ancillaries,EQ,10-Feb-17,1,1,INE726V01018,1
811,811,PRIMESECU,Prime Securities Limited,Finance,Finance,EQ,17-Jun-05,5,1,INE032B01021,5
812,812,PROZONINTU,Prozone Intu Properties Limited,Construction & Contracting - Real Estate,Construction & Contracting - Real Estate,EQ,12-Sep-12,2,1,INE195N01013,2
813,813,PSB,Punjab & Sind Bank,Banks - PSU,Banks - PSU,EQ,30-Dec-10,10,1,INE608A01012,10
814,814,PTC,PTC India Limited,Power,Power,EQ,07-Apr-04,10,1,INE877F01012,10
815,815,PTL,PTL Enterprises Limited,Auto Ancl,Auto Ancl,EQ,29-Jan-07,1,1,INE034D01049,1
816,816,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,Pesticides & Agro Chemicals,Pesticides & Agro Chemicals,EQ,08-Mar-07,10,1,INE277B01014,10
817,817,PUNJLLOYD,Punj Lloyd Limited,Infrastructure - General,Infrastructure - General,BZ,06-Jan-06,2,1,INE701B01021,2
818,818,PURVA,Puravankara Limited,Construction & Contracting - Real Estate,Construction & Contracting - Real Estate,EQ,30-Aug-07,5,1,INE323I01011,5
819,819,PVR,PVR Limited,Media & Entertainment,Media & Entertainment,EQ,04-Jan-06,10,1,INE191H01014,10
820,820,QUESS,Quess Corp Limited,,,EQ,12-Jul-16,10,1,INE615P01015,10
821,821,QUICKHEAL,Quick Heal Technologies Limited,,,EQ,18-Feb-16,10,1,INE306L01010,10
822,822,RADICO,Radico Khaitan Limited,Finance,Finance,EQ,18-Jun-03,2,1,INE944F01028,2
823,823,RADIOCITY,Music Broadcast Limited,Media & Entertainment,Media & Entertainment,EQ,17-Mar-17,2,1,INE919I01024,2
824,824,RAIN,Rain Industries Limited,,,EQ,03-Mar-08,2,1,INE855B01025,2
825,825,RAJESHEXPO,Rajesh Exports Limited,Jewellery,Jewellery,EQ,09-Feb-00,1,1,INE343B01030,1
826,826,RAJSREESUG,Rajshree Sugars & Chemicals Limited,,,EQ,29-Mar-95,10,1,INE562B01019,10
827,827,RAJTV,Raj Television Network Limited,Entertainment,Entertainment,EQ,16-Mar-07,5,1,INE952H01027,5
828,828,RALLIS,Rallis India Limited,Agro,Agro,EQ,01-Apr-99,1,1,INE613A01020,1
829,829,RAMANEWS,Shree Rama Newsprint Limited,Paper,Paper,EQ,20-Sep-06,10,1,INE278B01020,10
830,830,RAMASTEEL,Rama Steel Tubes Limited,,,EQ,19-Aug-15,1,1,INE230R01035,1
831,831,RAMCOCEM,The Ramco Cements Limited,Computers - Software,Computers - Software,EQ,09-Apr-97,1,1,INE331A01037,1
832,832,RAMCOIND,Ramco Industries Limited,Cement,Cement,EQ,06-Nov-96,1,1,INE614A01028,1
833,833,RAMCOSYS,Ramco Systems Limited,Computers,Computers,EQ,12-Apr-00,10,1,INE246B01019,10
834,834,RAMKY,Ramky Infrastructure Limited,Construction,Construction,EQ,08-Oct-10,10,1,INE874I01013,10
835,835,RANASUG,Rana Sugars Limited,Sugar,Sugar,EQ,24-Feb-05,10,1,INE625B01014,10
836,836,RANEENGINE,Rane Engine Valve Limited,Computers - Software,Computers - Software,EQ,24-Jun-08,10,1,INE222J01013,10
837,837,RANEHOLDIN,Rane Holdings Limited,Finance,Finance,EQ,24-Sep-97,10,1,INE384A01010,10
838,838,RATNAMANI,Ratnamani Metals & Tubes Limited,Steel,Steel,EQ,09-May-06,2,1,INE703B01027,2
839,839,RAYMOND,Raymond Limited,Textiles - Woollen & Worsted,Textiles - Woollen & Worsted,EQ,18-Oct-95,10,1,INE301A01014,10
840,840,RBL,Rane Brake Lining Limited,Auto Ancillaries,Auto Ancillaries,EQ,20-Jun-08,10,1,INE244J01017,10
841,841,RBLBANK,RBL Bank Limited,,,EQ,31-Aug-16,10,1,INE976G01028,10
842,842,RCF,Rashtriya Chemicals and Fertilizers Limited,Fertilisers,Fertilisers,EQ,07-Jan-98,10,1,INE027A01015,10
843,843,RCOM,Reliance Communications Limited,Shipping,Shipping,BE,06-Mar-06,5,1,INE330H01018,5
844,844,RECLTD,REC Limited,Finance - Term Lending Institutions,Finance - Term Lending Institutions,EQ,12-Mar-08,10,1,INE020B01018,10
845,845,REDINGTON,Redington Limited,Computers - Hardware,Computers - Hardware,EQ,15-Feb-07,2,1,INE891D01026,2
846,846,REFEX,Refex Industries Limited,Chemicals,Chemicals,EQ,03-Dec-09,10,1,INE056I01017,10
847,847,RELAXO,Relaxo Footwears Limited,Leather Products,Leather Products,EQ,17-Jun-11,1,1,INE131B01039,1
848,848,RELIANCE,Reliance Industries Limited,Diversified,Diversified,EQ,29-Nov-95,10,1,INE002A01018,10
849,849,RELIGARE,Religare Enterprises Limited,Finance - Investments,Finance - Investments,EQ,21-Nov-07,10,1,INE621H01010,10
850,850,RELINFRA,Reliance Infrastructure Limited,Power,Power,BE,08-Feb-95,10,1,INE036A01016,10
851,851,REMSONSIND,Remsons Industries Limited,Auto Ancillaries,Auto Ancillaries,EQ,31-Jan-96,10,1,INE474C01015,10
852,852,RENUKA,Shree Renuka Sugars Limited,Sugar,Sugar,EQ,31-Oct-05,1,1,INE087H01022,1
853,853,REPCOHOME,Repco Home Finance Limited,,,EQ,01-Apr-13,10,1,INE612J01015,10
854,854,REPRO,Repro India Limited,Printing,Printing,EQ,22-Dec-05,10,1,INE461B01014,10
855,855,RESPONIND,Responsive Industries Limited,Construction & Contracting - Civil,Construction & Contracting - Civil,EQ,29-Oct-10,1,1,INE688D01026,1
856,856,REVATHI,Revathi Equipment Limited,Compressors,Compressors,EQ,11-Aug-05,10,1,INE617A01013,10
857,857,RICOAUTO,Rico Auto Industries Limited,Auto Ancl,Auto Ancl,EQ,12-May-03,1,1,INE209B01025,1
858,858,RIIL,Reliance Industrial Infrastructure Limited,Computers,Computers,EQ,29-Nov-95,10,1,INE046A01015,10
859,859,RKDL,Ravi Kumar Distilleries Limited,Breweries & Distilleries,Breweries & Distilleries,EQ,27-Dec-10,10,1,INE722J01012,10
860,860,RKFORGE,Ramkrishna Forgings Limited,,,EQ,05-May-04,2,1,INE399G01023,2
861,861,RML,Rane (Madras) Limited,,,EQ,30-Aug-05,10,1,INE050H01012,10
862,862,ROHLTD,Royal Orchid Hotels Limited,Hotels,Hotels,EQ,06-Feb-06,10,1,INE283H01019,10
863,863,ROLLT,Rollatainers Limited,Packaging,Packaging,EQ,22-Nov-16,1,1,INE927A01040,1
864,864,ROLTA,Rolta India Limited,Computers - Software,Computers - Software,BE,01-Mar-95,10,1,INE293A01013,10
865,865,ROSSELLIND,Rossell India Limited,,,EQ,25-Sep-12,2,1,INE847C01020,2
866,866,RPGLIFE,RPG Life Sciences Limited,,,EQ,10-Jun-08,8,1,INE105J01010,8
867,867,RPOWER,Reliance Power Limited,Power,Power,BE,11-Feb-08,10,1,INE614G01033,10
868,868,RPPINFRA,R.P.P. Infra Projects Limited,Construction,Construction,EQ,06-Dec-10,10,1,INE324L01013,10
869,869,RSSOFTWARE,R. S. Software (India) Limited,Computers,Computers,EQ,19-May-99,5,1,INE165B01029,5
870,870,RSWM,RSWM Limited,Textiles - Spinning - Synthetic Blended,Textiles - Spinning - Synthetic Blended,EQ,15-Feb-95,10,1,INE611A01016,10
871,871,RSYSTEMS,R Systems International Limited,Computers,Computers,EQ,26-Apr-06,1,1,INE411H01032,1
872,872,RTNPOWER,RattanIndia Power Limited,,,EQ,30-Oct-09,10,1,INE399K01017,10
873,873,RUBYMILLS,The Ruby Mills Limited,Textiles,Textiles,EQ,29-Mar-95,5,1,INE301D01026,5
874,874,RUCHIRA,Ruchira Papers Limited,Paper,Paper,EQ,20-Dec-06,10,1,INE803H01014,10
875,875,RUPA,Rupa & Company Limited,,,EQ,07-Dec-11,1,1,INE895B01021,1
876,876,RUSHIL,Rushil Decor Limited,,,EQ,07-Jul-11,10,1,INE573K01017,10
877,877,SABEVENTS,Sab Events & Governance Now Media Limited,Media & Entertainment,Media & Entertainment,EQ,15-Sep-16,10,1,INE860T01019,10
878,878,SADBHAV,Sadbhav Engineering Limited,Infrastructure - General,Infrastructure - General,EQ,01-Mar-06,1,1,INE226H01026,1
879,879,SADBHIN,Sadbhav Infrastructure Project Limited,,,EQ,16-Sep-15,10,1,INE764L01010,10
880,880,SAGCEM,Sagar Cements Limited,Cement,Cement,EQ,29-Jan-07,2,1,INE229C01021,2
881,881,SAIL,Steel Authority of India Limited,Steel,Steel,EQ,06-Jul-95,10,1,INE114A01011,10
882,882,SAKHTISUG,Sakthi Sugars Limited,Sugar,Sugar,EQ,06-Sep-95,10,1,INE623A01011,10
883,883,SAKSOFT,Saksoft Limited,Computers - Software,Computers - Software,EQ,09-May-05,1,1,INE667G01023,1
884,884,SAKUMA,Sakuma Exports Limited,Trading,Trading,EQ,08-Mar-06,1,1,INE190H01024,1
885,885,SALZERELEC,Salzer Electronics Limited,Electric Equipment,Electric Equipment,EQ,02-Dec-15,10,1,INE457F01013,10
886,886,SANDESH,The Sandesh Limited,,,EQ,26-Nov-02,10,1,INE583B01015,10
