,0,1,2,3,4,5,6,7,8,9,10
215,215,CUB,City Union Bank Limited,Miscellaneous,Miscellaneous,EQ,25-Aug-98,1,1,INE491A01021,1
216,216,CUMMINSIND,Cummins India Limited,Engines,Engines,EQ,29-Mar-95,2,1,INE298A01020,2
217,217,CUPID,Cupid Limited,Miscellaneous,Miscellaneous,EQ,16-Sep-16,10,1,INE509F01011,10
218,218,CYBERTECH,Cybertech Systems And Software Limited,Computers - Software Medium & Small,Computers - Software Medium & Small,EQ,27-Jan-99,10,1,INE214A01019,10
219,219,CYIENT,Cyient Limited,Computers - Software,Computers - Software,EQ,30-Sep-98,5,1,INE136B01020,5
220,220,DAAWAT,LT Foods Limited,Misc,Misc,EQ,18-Dec-06,1,1,INE818H01020,1
221,221,DABUR,Dabur India Limited,FMCG,FMCG,EQ,28-Apr-99,1,1,INE016A01026,1
222,222,DALMIASUG,Dalmia Bharat Sugar and Industries Limited,Sugar,Sugar,EQ,17-Jan-96,2,1,INE495A01022,2
223,223,DAMODARIND,Damodar Industries Limited,Textiles - Spinning - Synthetic Blended,Textiles - Spinning - Synthetic Blended,EQ,04-Jul-16,5,1,INE497D01022,5
224,224,DATAMATICS,Datamatics Global Services Limited,Computers - Software Medium & Small,Computers - Software Medium & Small,EQ,07-May-04,5,1,INE365B01017,5
225,225,DBCORP,D.B.Corp Limited,Printing,Printing,EQ,06-Jan-10,10,1,INE950I01011,10
226,226,DBL,Dilip Buildcon Limited,,,EQ,11-Aug-16,10,1,INE917M01012,10
227,227,DBREALTY,D B Realty Limited,Auto Ancillaries,Auto Ancillaries,EQ,24-Feb-10,10,1,INE879I01012,10
228,228,DBSTOCKBRO,DB (International) Stock Brokers Limited,Media & Entertainment,Media & Entertainment,EQ,29-Feb-12,2,1,INE921B01025,2
229,229,DCBBANK,DCB Bank Limited,Banks - Private,Banks - Private,EQ,27-Oct-06,10,1,INE503A01015,10
230,230,DCM,DCM  Limited,Diversified,Diversified,EQ,29-Mar-95,10,1,INE498A01018,10
231,231,DCMSHRIRAM,DCM Shriram Limited,Finance - Leasing & Hire Purchase,Finance - Leasing & Hire Purchase,EQ,12-Apr-95,2,1,INE499A01024,2
232,232,DCW,DCW Limited,Petrochemicals,Petrochemicals,EQ,25-May-95,2,1,INE500A01029,2
233,233,DECCANCE,Deccan Cements Limited,Cement,Cement,EQ,02-Aug-07,5,1,INE583C01021,5
234,234,DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,Chemicals,Chemicals,EQ,17-Jan-03,10,1,INE501A01019,10
235,235,DEEPAKNTR,Deepak Nitrite Limited,Chemicals,Chemicals,EQ,29-Sep-10,2,1,INE288B01029,2
236,236,DELTACORP,Delta Corp Limited,Steel - Tubes & Pipes,Steel - Tubes & Pipes,EQ,02-Nov-07,1,1,INE124G01033,1
237,237,DELTAMAGNT,Delta Manufacturing Limited,Electronics,Electronics,EQ,18-Oct-95,10,1,INE393A01011,10
238,238,DEN,Den Networks Limited,Telecommunications - Equipment,Telecommunications - Equipment,EQ,24-Nov-09,10,1,INE947J01015,10
239,239,DENORA,De Nora India Limited,Misc,Misc,EQ,07-Aug-97,10,1,INE244A01016,10
240,240,DFMFOODS,DFM Foods Limited,,,EQ,29-Dec-16,2,1,INE456C01020,2
241,241,DHAMPURSUG,Dhampur Sugar Mills Limited,Sugar,Sugar,EQ,29-Mar-95,10,1,INE041A01016,10
242,242,DHANBANK,Dhanlaxmi Bank Limited,Banks - Private,Banks - Private,EQ,01-Apr-04,10,1,INE680A01011,10
243,243,DHANUKA,Dhanuka Agritech Limited,Pesticides & Agro Chemicals,Pesticides & Agro Chemicals,EQ,29-Jun-11,2,1,INE435G01025,2
244,244,DHARSUGAR,Dharani Sugars & Chemicals Limited,Sugar,Sugar,BE,22-May-96,10,1,INE988C01014,10
245,245,DHUNINV,Dhunseri Investments Limited,Plantations - Tea & Coffee,Plantations - Tea & Coffee,EQ,18-Mar-11,10,1,INE320L01011,10
246,246,DICIND,DIC India Limited,Printing,Printing,EQ,30-Aug-95,10,1,INE303A01010,10
247,247,DISHTV,Dish TV India Limited,Media & Entertainment,Media & Entertainment,EQ,18-Apr-07,1,1,INE836F01026,1
248,248,DIVISLAB,Divi's Laboratories Limited,Pharmaceuticals,Pharmaceuticals,EQ,12-Mar-03,2,1,INE361B01024,2
249,249,DLF,DLF Limited,Construction & Contracting - Real Estate,Construction & Contracting - Real Estate,EQ,05-Jul-07,2,1,INE271C01023,2
250,250,DLINKINDIA,D-Link (India) Limited,Misc,Misc,EQ,18-Dec-09,2,1,INE250K01012,2
251,251,DMART,Avenue Supermarts Limited,Miscellaneous,Miscellaneous,EQ,21-Mar-17,10,1,INE192R01011,10
252,252,DONEAR,Donear Industries Limited,Textiles - Weaving,Textiles - Weaving,EQ,20-Dec-06,2,1,INE668D01028,2
253,253,DPSCLTD,DPSC Limited,Power - Generation & Distribution,Power - Generation & Distribution,EQ,21-Apr-08,1,1,INE360C01024,1
254,254,DREDGECORP,Dredging Corporation of India Limited,Misc,Misc,EQ,15-Jan-04,10,1,INE506A01018,10
255,255,DRREDDY,Dr. Reddy's Laboratories Limited,Pharmaceuticals,Pharmaceuticals,EQ,30-May-03,5,1,INE089A01023,5
256,256,DTIL,Dhunseri Tea & Industries Limited,Plantations - Tea & Coffee,Plantations - Tea & Coffee,EQ,20-Jan-15,10,1,INE341R01014,10
257,257,DUCON,Ducon Infratechnologies Limited,Computers - Software,Computers - Software,EQ,09-Oct-12,1,1,INE741L01018,1
258,258,DWARKESH,Dwarikesh Sugar Industries Limited,Sugar,Sugar,EQ,31-Dec-04,1,1,INE366A01041,1
259,259,DYNAMATECH,Dynamatic Technologies Limited,Misc,Misc,EQ,14-Sep-06,10,1,INE221B01012,10
260,260,EASTSILK,Eastern Silk Industries Limited,Textiles - Weaving,Textiles - Weaving,BE,03-Jul-96,2,1,INE962C01027,2
261,261,ECLERX,eClerx Services Limited,Services,Services,EQ,31-Dec-07,10,1,INE738I01010,10
262,262,EDELWEISS,Edelweiss Financial Services Limited,,,EQ,12-Dec-07,1,1,INE532F01054,1
263,263,EICHERMOT,Eicher Motors Limited,Auto - LCVs & HCVs,Auto - LCVs & HCVs,EQ,07-Sep-04,1,1,INE066A01021,1
264,264,EIDPARRY,EID Parry India Limited,Sugar,Sugar,EQ,10-May-95,1,1,INE126A01031,1
265,265,EIHAHOTELS,EIH Associated Hotels Limited,Hotels,Hotels,EQ,08-Apr-08,10,1,INE276C01014,10
266,266,EIHOTEL,EIH Limited,Hotels,Hotels,EQ,08-Feb-95,2,1,INE230A01023,2
267,267,EIMCOELECO,Eimco Elecon (India) Limited,Engineering - Heavy,Engineering - Heavy,EQ,17-Apr-96,10,1,INE158B01016,10
268,268,EKC,Everest Kanto Cylinder Limited,Packaging,Packaging,EQ,15-Dec-05,2,1,INE184H01027,2
269,269,ELECON,Elecon Engineering Company Limited,Engineering,Engineering,EQ,29-Sep-06,2,1,INE205B01023,2
270,270,ELECTCAST,Electrosteel Castings Limited,Castings & Forgings,Castings & Forgings,EQ,20-Jun-03,1,1,INE086A01029,1
271,271,ELECTHERM,Electrotherm (India) Limited,Engineering,Engineering,EQ,20-Aug-07,10,1,INE822G01016,10
272,272,ELGIEQUIP,Elgi Equipments Limited,Tyres,Tyres,EQ,22-Nov-95,1,1,INE285A01027,1
273,273,ELGIRUBCO,Elgi Rubber Company Limited,Misc,Misc,EQ,10-Aug-11,1,1,INE819L01012,1
274,274,EMAMILTD,Emami Limited,Personal Care,Personal Care,EQ,03-Aug-06,1,1,INE548C01032,1
275,275,EMKAY,Emkay Global Financial Services Limited,Engineering,Engineering,EQ,28-Apr-06,10,1,INE296H01011,10
276,276,EMMBI,Emmbi Industries Limited,Packaging,Packaging,EQ,24-Feb-10,10,1,INE753K01015,10
277,277,ENDURANCE,Endurance Technologies Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,19-Oct-16,10,1,INE913H01037,10
278,278,ENERGYDEV,Energy Development Company Limited,Power,Power,EQ,02-Nov-07,10,1,INE306C01019,10
279,279,ENGINERSIN,Engineers India Limited,Computers,Computers,EQ,20-Aug-97,5,1,INE510A01028,5
280,280,ENIL,Entertainment Network (India) Limited,Entertainment,Entertainment,EQ,15-Feb-06,10,1,INE265F01028,10
281,281,EQUITAS,Equitas Holdings Limited,Finance - General,Finance - General,EQ,21-Apr-16,10,1,INE988K01017,10
282,282,EROSMEDIA,Eros International Media Limited,Media & Entertainment,Media & Entertainment,BE,06-Oct-10,10,1,INE416L01017,10
283,283,ESABINDIA,Esab India Limited,Misc,Misc,EQ,01-Nov-95,10,1,INE284A01012,10
284,284,ESCORTS,Escorts Kubota Limited,,,EQ,01-Mar-95,10,1,INE042A01014,10
285,285,ESSARSHPNG,Essar Shipping Limited,Shipping,Shipping,EQ,15-Nov-11,10,1,INE122M01019,10
286,286,ESTER,Ester Industries Limited,Packaging,Packaging,EQ,20-Jun-11,5,1,INE778B01029,5
287,287,EUROTEXIND,Eurotex Industries and Exports Limited,Textiles - Spinning - Cotton Blended,Textiles - Spinning - Cotton Blended,EQ,31-Jan-96,10,1,INE022C01012,10
288,288,EVEREADY,Eveready Industries India Limited,Dry Cells,Dry Cells,EQ,27-Apr-05,5,1,INE128A01029,5
289,289,EVERESTIND,Everest Industries Limited,Cement,Cement,EQ,29-Mar-95,10,1,INE295A01018,10
290,290,EXCEL,Excel Realty N Infra Limited,Chemicals,Chemicals,EQ,03-Aug-09,1,1,INE688J01023,1
291,291,EXCELINDUS,Excel Industries Limited,Agro,Agro,EQ,16-Jun-04,5,1,INE369A01029,5
292,292,EXIDEIND,Exide Industries Limited,Auto Ancillaries,Auto Ancillaries,EQ,17-Jun-03,1,1,INE302A01020,1
293,293,FACT,Fertilizers and Chemicals Travancore Limited,Fertilisers,Fertilisers,EQ,12-Apr-95,10,1,INE188A01015,10
294,294,FCL,Fineotex Chemical Limited,,,EQ,15-Jan-15,2,1,INE045J01026,2
295,295,FCONSUMER,Future Consumer Limited,Transport & Logistics,Transport & Logistics,BE,04-Jul-13,6,1,INE220J01025,6
296,296,FDC,FDC Limited,Pharmaceuticals,Pharmaceuticals,EQ,07-Aug-97,1,1,INE258B01022,1
297,297,FEDERALBNK,The Federal Bank  Limited,Banks - Private,Banks - Private,EQ,08-Feb-95,2,1,INE171A01029,2
298,298,FEL,Future Enterprises Limited,,,BE,05-Nov-01,2,1,INE623B01027,2
299,299,FELDVR,Future Enterprises Limited,,,BE,13-Feb-09,2,1,IN9623B01058,2
300,300,FIEMIND,Fiem Industries Limited,Auto Ancl,Auto Ancl,EQ,19-Oct-06,10,1,INE737H01014,10
301,301,FILATEX,Filatex India Limited,Textiles,Textiles,EQ,29-Aug-11,2,1,INE816B01027,2
302,302,FINCABLES,Finolex Cables Limited,Petrochemicals,Petrochemicals,EQ,15-Feb-95,2,1,INE235A01022,2
303,303,FINPIPE,Finolex Industries Limited,Petrochem,Petrochem,EQ,08-Feb-95,2,1,INE183A01024,2
304,304,FLEXITUFF,Flexituff Ventures International Limited,Packaging,Packaging,EQ,19-Oct-11,10,1,INE060J01017,10
305,305,FLFL,Future Lifestyle Fashions Limited,Textiles,Textiles,BE,01-Oct-13,2,1,INE452O01016,2
306,306,FMGOETZE,Federal-Mogul Goetze (India) Limited.,Auto Ancillaries,Auto Ancillaries,EQ,08-Feb-95,10,1,INE529A01010,10
307,307,FMNL,Future Market Networks Limited,Misc,Misc,EQ,31-Dec-10,10,1,INE360L01017,10
308,308,FORTIS,Fortis Healthcare Limited,Medical,Medical,EQ,09-May-07,10,1,INE061F01013,10
309,309,FOSECOIND,Foseco India Limited,Chemicals,Chemicals,EQ,05-May-03,10,1,INE519A01011,10
310,310,FSL,Firstsource Solutions Limited,Computers - Software Medium & Small,Computers - Software Medium & Small,EQ,22-Feb-07,10,1,INE684F01012,10
311,311,GABRIEL,Gabriel India Limited,Auto Ancl,Auto Ancl,EQ,20-Apr-05,1,1,INE524A01029,1
312,312,GAEL,Gujarat Ambuja Exports Limited,Edible Oils,Edible Oils,EQ,11-Oct-00,1,1,INE036B01030,1
313,313,GAIL,GAIL (India) Limited,Oil Drilling And Exploration,Oil Drilling And Exploration,EQ,02-Apr-97,10,1,INE129A01019,10
314,314,GAL,Gyscoal Alloys Limited,Steel - Medium & Small,Steel - Medium & Small,EQ,27-Oct-10,1,1,INE482J01021,1
315,315,GALLANTT,Gallantt Ispat Limited,Steel - Pig Iron,Steel - Pig Iron,EQ,04-Apr-06,10,1,INE297H01019,10
316,316,GANDHITUBE,Gandhi Special Tubes Limited,Steel - Tubes & Pipes,Steel - Tubes & Pipes,EQ,31-Jan-07,5,1,INE524B01027,5
317,317,GANECOS,Ganesha Ecosphere Limited,Textiles - Processing,Textiles - Processing,EQ,09-Mar-15,10,1,INE845D01014,10
318,318,GANESHHOUC,Ganesh Housing Corporation Limited,Construction,Construction,EQ,02-Mar-07,10,1,INE460C01014,10
319,319,GATI,GATI Limited,Couriers,Couriers,EQ,10-Oct-06,2,1,INE152B01027,2
320,320,GAYAPROJ,Gayatri Projects Limited,Infrastructure,Infrastructure,EQ,22-Aug-11,2,1,INE336H01023,2
321,321,GEECEE,GeeCee Ventures Limited,Chemicals,Chemicals,EQ,04-Oct-06,10,1,INE916G01016,10
322,322,GENESYS,Genesys International Corporation Limited,Computers - Software Medium & Small,Computers - Software Medium & Small,EQ,23-Jan-03,5,1,INE727B01026,5
323,323,GENUSPAPER,Genus Paper & Boards Limited,Paper,Paper,EQ,16-Feb-15,1,1,INE949P01018,1
324,324,GENUSPOWER,Genus Power Infrastructures Limited,Electronics,Electronics,EQ,08-Jul-05,1,1,INE955D01029,1
325,325,GEOJITFSL,Geojit Financial Services Limited,,,EQ,01-Jul-05,1,1,INE007B01023,1
326,326,GEPIL,GE Power India Limited,,,EQ,19-Apr-00,10,1,INE878A01011,10
327,327,GESHIP,The Great Eastern Shipping Company Limited,Shipping,Shipping,EQ,27-Nov-06,10,1,INE017A01032,10
328,328,GET&D,GE T&D India Limited,,,EQ,30-Jun-08,2,1,INE200A01026,2
329,329,GHCL,GHCL Limited,Chemicals,Chemicals,EQ,31-Jul-03,10,1,INE539A01019,10
330,330,GICHSGFIN,GIC Housing Finance Limited,Finance,Finance,EQ,08-May-96,10,1,INE289B01019,10
331,331,GILLANDERS,Gillanders Arbuthnot & Company Limited,Diversified,Diversified,EQ,14-Dec-09,10,1,INE047B01011,10
332,332,GILLETTE,Gillette India Limited,FMCG,FMCG,EQ,30-Jul-03,10,1,INE322A01010,10
333,333,GINNIFILA,Ginni Filaments Limited,Textiles - Spinning - Cotton Blended,Textiles - Spinning - Cotton Blended,EQ,10-May-95,10,1,INE424C01010,10
334,334,GIPCL,Gujarat Industries Power Company Limited,Power,Power,EQ,08-Feb-95,10,1,INE162A01010,10
335,335,GKWLIMITED,GKW Limited,Fasteners,Fasteners,EQ,20-Jul-09,10,1,INE528A01020,10
336,336,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,Pharmaceuticals,Pharmaceuticals,EQ,15-Dec-00,10,1,INE159A01016,10
337,337,GLENMARK,Glenmark Pharmaceuticals Limited,Pharmaceuticals,Pharmaceuticals,EQ,07-Feb-00,1,1,INE935A01035,1
338,338,GLOBALVECT,Global Vectra Helicorp Limited,Misc,Misc,EQ,27-Oct-06,10,1,INE792H01019,10
339,339,GLOBUSSPR,Globus Spirits Limited,Breweries & Distilleries,Breweries & Distilleries,EQ,23-Sep-09,10,1,INE615I01010,10
340,340,GMBREW,GM Breweries Limited,Beverages,Beverages,EQ,23-Aug-95,10,1,INE075D01018,10
341,341,GMDCLTD,Gujarat Mineral Development Corporation Limited,Mining & Minerals,Mining & Minerals,EQ,17-Dec-97,2,1,INE131A01031,2
342,342,GMRINFRA,GMR Infrastructure Limited,Infrastructure,Infrastructure,EQ,21-Aug-06,1,1,INE776C01039,1
343,343,GNA,GNA Axles Limited,,,EQ,26-Sep-16,10,1,INE934S01014,10
344,344,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,Fertilisers,Fertilisers,EQ,17-May-95,10,1,INE113A01013,10
345,345,GOACARBON,Goa Carbon Limited,Chemicals,Chemicals,EQ,05-Jun-07,10,1,INE426D01013,10
346,346,GOCLCORP,GOCL Corporation Limited,Chemicals,Chemicals,EQ,26-Jun-14,2,1,INE077F01035,2
347,347,GODFRYPHLP,Godfrey Phillips India Limited,Cigarettes,Cigarettes,EQ,24-Jul-96,2,1,INE260B01028,2
348,348,GODREJCP,Godrej Consumer Products Limited,FMCG,FMCG,EQ,20-Jun-01,1,1,INE102D01028,1
349,349,GODREJIND,Godrej Industries Limited,Chemicals,Chemicals,EQ,25-Feb-03,1,1,INE233A01035,1
350,350,GODREJPROP,Godrej Properties Limited,Construction,Construction,EQ,05-Jan-10,5,1,INE484J01027,5
351,351,GOKUL,Gokul Refoils and Solvent Limited,Edible Oils & Solvent Extraction,Edible Oils & Solvent Extraction,EQ,04-Jun-08,2,1,INE020J01029,2
352,352,GOKULAGRO,Gokul Agro Resources Limited,,,EQ,11-Mar-16,2,1,INE314T01025,2
353,353,GOLDIAM,Goldiam International Limited,Diamond Cutting & Jewellery & Precious Metals,Diamond Cutting & Jewellery & Precious Metals,EQ,29-Aug-05,2,1,INE025B01025,2
354,354,GOODLUCK,Goodluck India Limited,Steel,Steel,EQ,08-Jan-15,2,1,INE127I01024,2
355,355,GPIL,Godawari Power And Ispat limited,Steel,Steel,EQ,25-Apr-06,5,1,INE177H01021,5
356,356,GPPL,Gujarat Pipavav Port Limited,Shipping,Shipping,EQ,09-Sep-10,10,1,INE517F01014,10
357,357,GPTINFRA,GPT Infraprojects Limited,,,EQ,11-Jul-16,10,1,INE390G01014,10
358,358,GRANULES,Granules India Limited,Pharmaceuticals,Pharmaceuticals,EQ,20-Jun-05,1,1,INE101D01020,1
359,359,GRAPHITE,Graphite India Limited,Electronics,Electronics,EQ,07-Feb-03,2,1,INE371A01025,2
360,360,GRASIM,Grasim Industries Limited,Diversified,Diversified,EQ,10-May-95,2,1,INE047A01021,2
361,361,GRAVITA,Gravita India Limited,Metals,Metals,EQ,16-Nov-10,2,1,INE024L01027,2
362,362,GREAVESCOT,Greaves Cotton Limited,Engines,Engines,EQ,09-Sep-04,2,1,INE224A01026,2
363,363,GREENLAM,Greenlam Industries Limited,Miscellaneous,Miscellaneous,EQ,02-Mar-15,1,1,INE544R01021,1
364,364,GREENPLY,Greenply Industries Limited,Miscellaneous,Miscellaneous,EQ,06-Mar-96,1,1,INE461C01038,1
365,365,GREENPOWER,Orient Green Power Company Limited,Printing & Stationery,Printing & Stationery,EQ,08-Oct-10,10,1,INE999K01014,10
366,366,GRINDWELL,Grindwell Norton Limited,Abrasives,Abrasives,EQ,11-Sep-06,5,1,INE536A01023,5
367,367,GROBTEA,The Grob Tea Company Limited,,,EQ,14-Jul-16,10,1,INE646C01018,10
368,368,GRPLTD,GRP Limited,Rubber,Rubber,EQ,12-Feb-15,10,1,INE137I01015,10
369,369,GSCLCEMENT,Gujarat Sidhee Cement Limited,Cement - Major,Cement - Major,EQ,15-May-13,10,1,INE542A01039,10
370,370,GSFC,Gujarat State Fertilizers & Chemicals Limited,Oil Drilling And Exploration,Oil Drilling And Exploration,EQ,06-Sep-95,2,1,INE026A01025,2
371,371,GSPL,Gujarat State Petronet Limited,Oil Drilling And Exploration,Oil Drilling And Exploration,EQ,16-Feb-06,10,1,INE246F01010,10
372,372,GSS,GSS Infotech Limited,Computers,Computers,EQ,07-Mar-08,10,1,INE871H01011,10
373,373,GTL,GTL Limited,Telecommunications - Equipment,Telecommunications - Equipment,EQ,29-Mar-95,10,1,INE043A01012,10
374,374,GTLINFRA,GTL Infrastructure Limited,Telecom,Telecom,EQ,09-Nov-06,10,1,INE221H01019,10
375,375,GUFICBIO,Gufic Biosciences Limited,Pharmaceuticals,Pharmaceuticals,EQ,19-Oct-04,1,1,INE742B01025,1
376,376,GUJALKALI,Gujarat Alkalies and Chemicals Limited,Chemicals,Chemicals,EQ,07-Aug-97,10,1,INE186A01019,10
377,377,GUJAPOLLO,Gujarat Apollo Industries Limited,Engineering,Engineering,EQ,04-Jun-07,10,1,INE826C01016,10
378,378,GUJGASLTD,Gujarat Gas Limited,Gas,Gas,EQ,15-Sep-15,2,1,INE844O01030,2
379,379,GULFOILLUB,Gulf Oil Lubricants India Limited,Lubricants,Lubricants,EQ,31-Jul-14,2,1,INE635Q01029,2
380,380,GULFPETRO,GP Petroleums Limited,Lubricants,Lubricants,EQ,24-Sep-04,5,1,INE586G01017,5
381,381,GULPOLY,Gulshan Polyols Limited,Chemicals,Chemicals,EQ,28-Jan-15,1,1,INE255D01024,1
382,382,GVKPIL,GVK Power & Infrastructure Limited,Power,Power,BE,27-Feb-06,1,1,INE251H01024,1
383,383,HARRMALAYA,Harrisons  Malayalam Limited,Plantations - Tea & Coffee,Plantations - Tea & Coffee,EQ,08-Feb-95,10,1,INE544A01019,10
384,384,HATHWAY,Hathway Cable & Datacom Limited,Entertainment,Entertainment,EQ,25-Feb-10,2,1,INE982F01036,2
385,385,HATSUN,Hatsun Agro Product Limited,Food Processing,Food Processing,EQ,20-Jun-14,1,1,INE473B01035,1
386,386,HAVELLS,Havells India Limited,Electric,Electric,EQ,21-Mar-01,1,1,INE176B01034,1
387,387,HBLPOWER,HBL Power Systems Limited,Electric,Electric,EQ,04-Jan-07,1,1,INE292B01021,1
388,388,HCC,Hindustan Construction Company Limited,Construction,Construction,EQ,01-Apr-03,1,1,INE549A01026,1
389,389,HCG,Healthcare Global Enterprises Limited,,,EQ,30-Mar-16,10,1,INE075I01017,10
390,390,HCL-INSYS,HCL Infosystems Limited,Computers,Computers,EQ,01-Jan-97,2,1,INE236A01020,2
391,391,HCLTECH,HCL Technologies Limited,Computers,Computers,EQ,06-Jan-00,2,1,INE860A01027,2
392,392,HDFC,Housing Development Finance Corporation Limited,Finance,Finance,EQ,23-Oct-96,2,1,INE001A01036,2
393,393,HDFCBANK,HDFC Bank Limited,Banks - Private,Banks - Private,EQ,08-Nov-95,1,1,INE040A01034,1
394,394,HDIL,Housing Development and Infrastructure Limited,Construction,Construction,BZ,24-Jul-07,10,1,INE191I01012,10
395,395,HEG,HEG Limited,Electrodes & Graphite,Electrodes & Graphite,EQ,10-May-95,10,1,INE545A01016,10
396,396,HEIDELBERG,HeidelbergCement India Limited,Cement,Cement,EQ,15-Mar-95,10,1,INE578A01017,10
397,397,HERCULES,Hercules Hoists Limited,Engineering,Engineering,EQ,19-Feb-08,1,1,INE688E01024,1
398,398,HERITGFOOD,Heritage Foods Limited,Food Processing,Food Processing,EQ,27-Nov-96,5,1,INE978A01027,5
399,399,HEROMOTOCO,Hero MotoCorp Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,11-Apr-03,2,1,INE158A01026,2
400,400,HESTERBIO,Hester Biosciences Limited,Pharmaceuticals,Pharmaceuticals,EQ,13-Mar-15,10,1,INE782E01017,10
401,401,HEXATRADEX,Hexa Tradex Limited,Finance - Investments,Finance - Investments,EQ,20-Apr-12,2,1,INE750M01017,2
402,402,HFCL,HFCL Limited,Telecommunications - Equipment,Telecommunications - Equipment,EQ,09-Mar-11,1,1,INE548A01028,1
403,403,HGS,Hinduja Global Solutions Limited,Computers,Computers,EQ,19-Jun-07,10,1,INE170I01016,10
404,404,HIKAL,Hikal Limited,Pharmaceuticals,Pharmaceuticals,EQ,14-Feb-01,2,1,INE475B01022,2
405,405,HIL,HIL Limited,Cement - Products & Building Materials,Cement - Products & Building Materials,EQ,26-Apr-95,10,1,INE557A01011,10
406,406,HILTON,Hilton Metal Forging Limited,Auto Ancl,Auto Ancl,EQ,24-May-07,10,1,INE788H01017,10
407,407,HIMATSEIDE,Himatsingka Seide Limited,Textiles - Synthetic & Silk,Textiles - Synthetic & Silk,EQ,08-Feb-95,5,1,INE049A01027,5
408,408,HINDALCO,Hindalco Industries Limited,,,EQ,08-Jan-97,1,1,INE038A01020,1
409,409,HINDCOMPOS,Hindustan Composites Limited,Auto Ancillaries,Auto Ancillaries,EQ,08-May-96,5,1,INE310C01029,5
410,410,HINDCOPPER,Hindustan Copper Limited,,,EQ,15-Sep-10,5,1,INE531E01026,5
411,411,HINDMOTORS,Hindustan Motors Limited,Auto,Auto,EQ,21-Feb-11,5,1,INE253A01025,5
412,412,HINDNATGLS,Hindusthan National Glass & Industries Limited,Steel - GP & GC Sheets,Steel - GP & GC Sheets,BE,15-Apr-09,2,1,INE952A01022,2
413,413,HINDOILEXP,Hindustan Oil Exploration Company Limited,Oil Drilling,Oil Drilling,EQ,23-Sep-03,10,1,INE345A01011,10
414,414,HINDPETRO,Hindustan Petroleum Corporation Limited,Refineries,Refineries,EQ,17-Jun-98,10,1,INE094A01015,10
415,415,HINDUNILVR,Hindustan Unilever Limited,FMCG,FMCG,EQ,06-Jul-95,1,1,INE030A01027,1
416,416,HINDZINC,Hindustan Zinc Limited,Metals - Non Ferrous,Metals - Non Ferrous,EQ,21-Nov-06,2,1,INE267A01025,2
417,417,HIRECT,Hind Rectifiers Limited,Electricals,Electricals,EQ,26-Dec-06,2,1,INE835D01023,2
418,418,HISARMETAL,Hisar Metal Industries Limited,,,EQ,05-Jan-17,10,1,INE598C01011,10
419,419,HITECHGEAR,The Hi-Tech Gears Limited,Auto Ancl,Auto Ancl,EQ,21-Jan-02,10,1,INE127B01011,10
420,420,HMVL,Hindustan Media Ventures Limited,Printing,Printing,EQ,21-Jul-10,10,1,INE871K01015,10
421,421,HONAUT,Honeywell Automation India Limited,Telecommunications - Equipment,Telecommunications - Equipment,EQ,18-Jul-03,10,1,INE671A01010,10
422,422,HONDAPOWER,Honda India Power Products Limited,Electric,Electric,EQ,01-Apr-03,10,1,INE634A01018,10
423,423,HOVS,HOV Services Limited,Computers,Computers,EQ,27-Sep-06,10,1,INE596H01014,10
424,424,HPL,HPL Electric & Power Limited,,,EQ,04-Oct-16,10,1,INE495S01016,10
425,425,HSCL,Himadri Speciality Chemical Limited,,,EQ,02-Mar-07,1,1,INE019C01026,1
426,426,HTMEDIA,HT Media Limited,Printing,Printing,EQ,01-Sep-05,2,1,INE501G01024,2
427,427,HUBTOWN,Hubtown Limited,Construction & Contracting - Real Estate,Construction & Contracting - Real Estate,BE,07-Feb-07,10,1,INE703H01016,10
428,428,HUDCO,Housing & Urban Development Corporation Limited,,,EQ,19-May-17,10,1,INE031A01017,10
429,429,IBREALEST,Indiabulls Real Estate Limited,Construction & Contracting - Real Estate,Construction & Contracting - Real Estate,EQ,23-Mar-07,2,1,INE069I01010,2
430,430,IBULHSGFIN,Indiabulls Housing Finance Limited,Finance,Finance,EQ,23-Jul-13,2,1,INE148I01020,2
431,431,ICICIBANK,ICICI Bank Limited,Miscellaneous,Miscellaneous,EQ,17-Sep-97,2,1,INE090A01021,2
432,432,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,,,EQ,29-Sep-16,10,1,INE726G01019,10
433,433,ICIL,Indo Count Industries Limited,Finance - General,Finance - General,EQ,12-Sep-05,2,1,INE483B01026,2
434,434,ICRA,ICRA Limited,Miscellaneous,Miscellaneous,EQ,13-Apr-07,10,1,INE725G01011,10
435,435,IDBI,IDBI Bank Limited,Banks - PSU,Banks - PSU,EQ,20-Sep-95,10,1,INE008A01015,10
436,436,IDEA,Vodafone Idea Limited,Telecommunications - Service,Telecommunications - Service,EQ,09-Mar-07,10,1,INE669E01016,10
437,437,IDFC,IDFC Limited,Finance - Term Lending Institutions,Finance - Term Lending Institutions,EQ,12-Aug-05,10,1,INE043D01016,10
