,Ticker,company_name,sector,sub sector,series,date of listing,paid up value,market lot,isin number,face value
615,MADHAV,Madhav Marbles and Granites Limited,Misc,Miscellaneous,EQ,20-Dec-07,10,1,INE925C01016,10
616,MADHUCON,Madhucon Projects Limited,Construction,Construction & Contracting - Civil,BE,05-Oct-06,1,1,INE378D01032,1
617,MAGNUM,Magnum Ventures Limited,Paper,Paper & Paper Boards,EQ,20-Sep-07,10,1,INE387I01016,10
618,MAHABANK,Bank of Maharashtra,Banks - PSU,Finance - Banks - Public Sector,EQ,12-Apr-04,10,1,INE457A01014,10
619,MAHASTEEL,Mahamaya Steel Industries Limited,,,EQ,01-Jul-16,10,1,INE451L01014,10
620,MAHINDCIE,Mahindra CIE Automotive Limited,Castings,Castings/Foundry,EQ,30-Aug-07,10,1,INE536H01010,10
621,MAHLIFE,Mahindra Lifespace Developers Limited,Construction,Construction & Contracting - Civil,EQ,10-May-00,10,1,INE813A01018,10
622,MAHSCOOTER,Maharashtra Scooters Limited,Auto,Auto - 2 & 3 Wheelers,EQ,08-Feb-95,10,1,INE288A01013,10
623,MAHSEAMLES,Maharashtra Seamless Limited,Steel,Steel - Seamless Tubes,EQ,25-Aug-04,5,1,INE271B01025,5
624,MAITHANALL,Maithan Alloys Limited,Mining,Minerals / Metals,EQ,05-Jul-11,10,1,INE683C01011,10
625,MALUPAPER,Malu Paper Mills Limited,Paper,Paper - News Print,EQ,05-Apr-06,10,1,INE383H01017,10
626,MANAKCOAT,Manaksia Coated Metals & Industries Limited,Steel,Medium / Small,EQ,30-Mar-15,1,1,INE830Q01018,1
627,MANAKSIA,Manaksia Limited,Packaging,Packaging - Metallic,EQ,08-Jan-08,2,1,INE015D01022,2
628,MANAKSTEEL,Manaksia Steels Limited,Steel,Medium / Small,EQ,30-Mar-15,1,1,INE824Q01011,1
629,MANALIPETC,Manali Petrochemicals Limited,Petrochem,Petrochem - Polymers,EQ,06-Dec-06,5,1,INE201A01024,5
630,MANAPPURAM,Manappuram Finance Limited,Finance,Finance - Leasing & Hire Purchase,EQ,01-Dec-14,2,1,INE522D01027,2
631,MANGALAM,Mangalam Drugs And Organics Limited,Pharmaceuticals,Bulk Drugs & Formln,EQ,23-May-05,10,1,INE584F01014,10
632,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,Fertilisers,Fertilisers - Nitrogenous/Phosphate,EQ,22-Oct-07,10,1,INE558B01017,10
633,MANGLMCEM,Mangalam Cement Limited,Cement,Cement - Major,EQ,03-Jan-96,10,1,INE347A01017,10
634,MANINDS,Man Industries (India) Limited,Steel,Steel - Tubes/Pipes,EQ,24-Jun-05,5,1,INE993A01026,5
635,MANINFRA,Man Infraconstruction Limited,Construction,Construction & Contracting - Civil,EQ,11-Mar-10,2,1,INE949H01023,2
636,MANUGRAPH,Manugraph India Limited,Engineering,Engineering - General,EQ,14-Sep-06,2,1,INE867A01022,2
637,MARALOVER,Maral Overseas Limited,Textiles,Textiles - Spinning - Cotton Blended,EQ,08-Feb-95,10,1,INE882A01013,10
638,MARATHON,Marathon Nextgen Realty Limited,,,EQ,29-Sep-16,5,1,INE182D01020,5
639,MARICO,Marico Limited,FMCG,Personal Care,EQ,01-May-96,1,1,INE196A01026,1
640,MARKSANS,Marksans Pharma Limited,Pharmaceuticals,Pharmaceuticals,EQ,21-Jan-02,1,1,INE750C01026,1
641,MARUTI,Maruti Suzuki India Limited,Auto,Auto - Cars & Jeeps,EQ,09-Jul-03,5,1,INE585B01010,5
642,MASTEK,Mastek Limited,Computers,Computers - Software,EQ,10-May-95,5,1,INE759A01021,5
643,MAWANASUG,Mawana Sugars Limited,Sugar,Sugar - Others,EQ,20-Mar-09,10,1,INE636A01039,10
644,MAXVIL,Max Ventures and Industries Limited,,,EQ,22-Jun-16,10,1,INE154U01015,10
645,MAYURUNIQ,Mayur Uniquoters Ltd,Plastics,Products,EQ,25-Sep-12,5,1,INE040D01038,5
646,MAZDA,Mazda Limited,,,EQ,01-Nov-16,10,1,INE885E01034,10
647,MBECL,Mcnally Bharat Engineering Company Limited,Engineering,Turnkey Services,BE,06-Oct-06,10,1,INE748A01016,10
648,MBLINFRA,MBL Infrastructure Limited,Construction,Construction & Contracting - Civil,EQ,11-Jan-10,10,1,INE912H01013,10
649,MCDOWELL-N,United Spirits Limited,Beverages,Beverages - Alcoholic - Distilleries,EQ,27-Sep-01,2,1,INE854D01024,2
650,MCLEODRUSS,Mcleod Russel India Limited,Tea-Coffee,Plantations - Tea & Coffee,EQ,29-Jul-05,5,1,INE942G01012,5
651,MCX,Multi Commodity Exchange of India Limited,Misc,Miscellaneous,EQ,09-Mar-12,10,1,INE745G01035,10
652,MEGASOFT,Megasoft Limited,Computers,Computers - Software,EQ,19-Jul-07,10,1,INE933B01012,10
653,MENONBE,Menon Bearings Limited,,,EQ,09-Mar-15,1,1,INE071D01033,1
654,MEP,MEP Infrastructure Developers Limited,Construction,Construction,EQ,06-May-15,10,1,INE776I01010,10
655,MERCATOR,Mercator Limited,Shipping,Shipping,BE,20-Jun-05,1,1,INE934B01028,1
656,METALFORGE,Metalyst Forgings Limited,Castings,Castings/Foundry,BZ,23-Aug-95,10,1,INE425A01011,10
657,MFSL,Max Financial Services Limited,Packaging,Packaging - Others,EQ,17-May-00,2,1,INE180A01020,2
658,MGL,Mahanagar Gas Limited,,,EQ,01-Jul-16,10,1,INE002S01010,10
659,MHRIL,Mahindra Holidays & Resorts India Limited,Hotels,Resorts,EQ,16-Jul-09,10,1,INE998I01010,10
660,MINDACORP,Minda Corporation Limited,Auto Ancl,Auto Ancillaries,EQ,16-Oct-14,2,1,INE842C01021,2
661,MINDTECK,Mindteck (India) Limited,,,EQ,02-Aug-16,10,1,INE110B01017,10
662,MINDTREE,MindTree Limited,Computers,Computers - Software,EQ,07-Mar-07,10,1,INE018I01017,10
663,MIRCELECTR,MIRC Electronics Limited,Consumer Goods,Consumer Goods - Electronic,EQ,24-May-04,1,1,INE831A01028,1
664,MIRZAINT,Mirza International Limited,Leather,Leather/Synthetic - Footwear,EQ,28-Apr-99,2,1,INE771A01026,2
665,MMFL,MM Forgings Limited,Auto Ancl,Forgings,EQ,20-Dec-06,10,1,INE227C01017,10
666,MMTC,MMTC Limited,Trading,Trading,EQ,09-Apr-12,1,1,INE123F01029,1
667,MOHITIND,Mohit Industries Limited,Textiles,Textiles - Processing/Texturising,EQ,14-Mar-13,10,1,INE954E01012,10
668,MOIL,MOIL Limited,,,EQ,15-Dec-10,10,1,INE490G01020,10
669,MOLDTECH,Mold-Tek Technologies Limited,,,EQ,07-Jul-16,2,1,INE835B01035,2
670,MOLDTKPAC,Mold-Tek Packaging Limited,Plastics,Products,EQ,23-Feb-15,5,1,INE893J01029,5
671,MONTECARLO,Monte Carlo Fashions Limited,Textiles,Products,EQ,19-Dec-14,10,1,INE950M01013,10
672,MORARJEE,Morarjee Textiles Limited,Textiles,Products,EQ,14-Sep-12,7,1,INE161G01027,7
673,MOREPENLAB,Morepen Laboratories Limited,Pharmaceuticals,Pharmaceuticals,EQ,24-Nov-99,2,1,INE083A01026,2
674,MOTILALOFS,Motilal Oswal Financial Services Limited,Finance,Finance - General,EQ,11-Sep-07,1,1,INE338I01027,1
675,MPHASIS,MphasiS Limited,Computers,Computers - Software,EQ,04-Jun-04,10,1,INE356A01018,10
676,MPSLTD,MPS Limited,Printing,Printing/Publishing/Stationery,EQ,21-Jan-02,10,1,INE943D01017,10
677,MRF,MRF Limited,Auto Ancl,Tyres & Tubes,EQ,18-Sep-96,10,1,INE883A01011,10
678,MRO-TEK,MRO-TEK Realty Limited,Computers,Computers - Hardware,EQ,01-Nov-00,5,1,INE398B01018,5
679,MRPL,Mangalore Refinery and Petrochemicals Limited,Refineries,Refineries,EQ,07-Jan-05,10,1,INE103A01014,10
680,MSPL,MSP Steel & Power Limited,Steel,Steel - Sponge Iron,EQ,18-Jul-05,10,1,INE752G01015,10
681,MTEDUCARE,MT Educare Limited,Misc,Miscellaneous,EQ,12-Apr-12,10,1,INE472M01018,10
682,MTNL,Mahanagar Telephone Nigam Limited,Telecom,Telecommunications - Service,EQ,17-Feb-99,10,1,INE153A01019,10
683,MUKANDLTD,Mukand Limited,Steel,Steel - Alloys/Special,EQ,23-Feb-04,10,1,INE304A01026,10
684,MUKTAARTS,Mukta Arts Limited,Entertainment,Entertainment/Multi Media,EQ,12-Sep-00,5,1,INE374B01019,5
685,MUNJALAU,Munjal Auto Industries Limited,Auto Ancl,Auto Ancl - Others,EQ,19-Jul-06,2,1,INE672B01032,2
686,MUNJALSHOW,Munjal Showa Limited,Auto Ancl,Auto Ancl - Shock Absorber,EQ,12-May-03,2,1,INE577A01027,2
687,MUTHOOTCAP,Muthoot Capital Services Limited,Finance,Finance - Investments,EQ,24-Aug-15,10,1,INE296G01013,10
688,MUTHOOTFIN,Muthoot Finance Limited,Finance,Finance - Investments,EQ,06-May-11,10,1,INE414G01012,10
689,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,,,BE,15-Jun-16,1,1,INE454M01024,1
690,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,Finance,Finance - Investments,EQ,18-Sep-07,5,1,INE245I01016,5
691,NAGREEKEXP,Nagreeka Exports Limited,Textiles,Textiles - Spinning - Cotton Blended,EQ,18-Jun-07,5,1,INE123B01028,5
692,NAHARCAP,Nahar Capital and Financial Services Limited,Finance,Finance - Investments,EQ,11-Mar-08,5,1,INE049I01012,5
693,NAHARINDUS,Nahar Industrial Enterprises Limited,Textiles,Textiles - Composite Mills,EQ,15-Dec-05,10,1,INE289A01011,10
694,NAHARPOLY,Nahar Poly Films Limited,Textiles,Textiles - Spinning - Cotton Blended,EQ,23-Mar-07,5,1,INE308A01027,5
695,NAHARSPING,Nahar Spinning Mills Limited,Textiles,Textiles - Hosiery/Knitwear,EQ,23-Mar-07,5,1,INE290A01027,5
696,NATCOPHARM,Natco Pharma Limited,Pharmaceuticals,Pharmaceuticals,EQ,27-Dec-95,2,1,INE987B01026,2
697,NATHBIOGEN,Nath Bio-Genes (India) Limited,Misc,Miscellaneous,EQ,28-Jan-14,10,1,INE448G01010,10
698,NATIONALUM,National Aluminium Company Limited,Aluminium,Aluminium,EQ,28-Apr-99,5,1,INE139A01034,5
699,NAUKRI,Info Edge (India) Limited,Misc,Services - Others,EQ,21-Nov-06,10,1,INE663F01024,10
700,NAVINFLUOR,Navin Fluorine International Limited,Chemicals,Chemicals - Others,EQ,01-Jun-07,2,1,INE048G01026,2
701,NAVKARCORP,Navkar Corporation Limited,Misc,Miscellaneous,EQ,09-Sep-15,10,1,INE278M01019,10
702,NAVNETEDUL,Navneet Education Limited,Printing,Printing/Publishing/Stationery,EQ,08-Feb-95,2,1,INE060A01024,2
703,NBCC,NBCC (India) Limited,Construction,Construction,EQ,12-Apr-12,1,1,INE095N01031,1
704,NCC,NCC Limited,Construction,Construction & Contracting - Civil,EQ,14-Oct-03,2,1,INE868B01028,2
705,NCLIND,NCL Industries Limited,Cement,Cement - Mini,EQ,03-Apr-07,10,1,INE732C01016,10
706,NDGL,Naga Dhunseri Group Limited,,,EQ,29-Aug-16,10,1,INE756C01015,10
707,NDL,Nandan Denim Limited,Textiles,Products,EQ,23-Mar-12,10,1,INE875G01030,10
708,NDTV,New Delhi Television Limited,Entertainment,Entertainment/Multi Media,BE,19-May-04,4,1,INE155G01029,4
709,NECCLTD,North Eastern Carrying Corporation Limited,Misc,Miscellaneous,EQ,02-Mar-16,10,1,INE553C01016,10
710,NECLIFE,Nectar Lifesciences Limited,Pharmaceuticals,Pharmaceuticals,EQ,18-Jul-05,1,1,INE023H01027,1
711,NELCAST,Nelcast Limited,Castings,Castings/Foundry,EQ,27-Jun-07,2,1,INE189I01024,2
712,NELCO,NELCO Limited,Telecom,Telecommunications - Equipment,EQ,28-May-03,10,1,INE045B01015,10
713,NESCO,Nesco Limited,Diversified,Diversified,EQ,08-Apr-08,2,1,INE317F01035,2
714,NESTLEIND,Nestle India Limited,Food Processing,Food Processing - Dairy,EQ,08-Jan-10,10,1,INE239A01016,10
715,NETWORK18,Network18 Media & Investments Limited,Finance,Finance - General,EQ,02-Feb-07,5,1,INE870H01013,5
716,NEULANDLAB,Neuland Laboratories Limited,Pharmaceuticals,Pharmaceuticals,EQ,13-Oct-08,10,1,INE794A01010,10
717,NFL,National Fertilizers Limited,Fertilisers,Fertilisers - Nitrogenous/Phosphate,EQ,28-Dec-06,10,1,INE870D01012,10
718,NH,Narayana Hrudayalaya Ltd.,Medical,Hospitals & Medical Services,EQ,06-Jan-16,10,1,INE410P01011,10
719,NHPC,NHPC Limited,Power,Power - Generation/Distribution,EQ,01-Sep-09,10,1,INE848E01016,10
720,NIBL,NRB Industrial Bearings Limited,,,EQ,09-Apr-13,2,1,INE047O01014,2
721,NIITLTD,NIIT Limited,Computers,Computers - Software - Training,EQ,16-Aug-04,2,1,INE161A01038,2
722,NILAINFRA,Nila Infrastructures Limited,Construction,Construction,EQ,21-May-15,1,1,INE937C01029,1
723,NILKAMAL,Nilkamal Limited,Plastics,Plastics - Others,EQ,01-Nov-95,10,1,INE310A01015,10
724,NIPPOBATRY,Indo-National Limited,Dry Cells,Dry Cells,EQ,06-Oct-99,5,1,INE567A01028,5
725,NITCO,Nitco Limited,Ceramics,Ceramics/Tiles/Sanitaryware,EQ,21-Mar-06,10,1,INE858F01012,10
726,NITINSPIN,Nitin Spinners Limited,Textiles,Textiles - Spinning - Cotton Blended,EQ,02-Feb-06,10,1,INE229H01012,10
727,NKIND,NK Industries Limited,,,BE,07-Jul-95,10,1,INE542C01019,10
728,NLCINDIA,NLC India Limited,,,EQ,23-Aug-00,10,1,INE589A01014,10
729,NMDC,NMDC Limited,Mining,Mining/Minerals,EQ,03-Mar-08,1,1,INE584A01023,1
730,NOCIL,NOCIL Limited,Petrochem,Petrochem - Polymers,EQ,17-Jan-96,10,1,INE163A01018,10
731,NOIDATOLL,Noida Toll Bridge Company Limited,Construction,Construction & Contracting - Civil,EQ,06-Dec-02,10,1,INE781B01015,10
732,NRAIL,N R Agarwal Industries Limited,,,EQ,05-Apr-17,10,1,INE740D01017,10
733,NRBBEARING,NRB Bearing Limited,Auto Ancl,Bearings,EQ,08-Mar-00,2,1,INE349A01021,2
734,NSIL,Nalwa Sons Investments Limited,Finance,Finance - General,EQ,17-Nov-03,10,1,INE023A01030,10
735,NTPC,NTPC Limited,Power,Power - Generation/Distribution,EQ,05-Nov-04,10,1,INE733E01010,10
736,NUCLEUS,Nucleus Software Exports Limited,Computers,Computers - Software,EQ,19-Dec-02,10,1,INE096B01018,10
737,OBEROIRLTY,Oberoi Realty Limited,Construction,Construction and Contracting - Real Estate,EQ,20-Oct-10,10,1,INE093I01010,10
738,OCCL,Oriental Carbon & Chemicals Limited,Chemicals,Chemicals,EQ,27-Jan-16,10,1,INE321D01016,10
739,OFSS,Oracle Financial Services Software Limited,Computers,Computers - Software,EQ,28-Jun-02,5,1,INE881D01027,5
740,OIL,Oil India Limited,Oil Drilling,Oil Drilling And Exploration,EQ,30-Sep-09,10,1,INE274J01014,10
741,OILCOUNTUB,Oil Country Tubular Limited,Steel,Steel - Tubes/Pipes,EQ,30-Aug-95,10,1,INE591A01010,10
742,OMAXAUTO,Omax Autos Limited,Auto Ancl,Auto Ancl - Others,EQ,20-Feb-03,10,1,INE090B01011,10
743,OMAXE,Omaxe Limited,Construction,Construction and Contracting - Real Estate,EQ,09-Aug-07,10,1,INE800H01010,10
744,OMKARCHEM,Omkar Speciality Chemicals Limited,Chemicals,Chemicals,EQ,10-Feb-11,10,1,INE474L01016,10
745,ONGC,Oil & Natural Gas Corporation Limited,Oil Drilling,Oil Drilling And Exploration,EQ,19-Jul-95,5,1,INE213A01029,5
746,ONMOBILE,OnMobile Global Limited,Telecom,Telecommunications - Service,EQ,19-Feb-08,10,1,INE809I01019,10
747,ORBTEXP,Orbit Exports Limited,,,EQ,05-Nov-13,10,1,INE231G01010,10
748,ORICONENT,Oricon Enterprises Limited,,,EQ,24-Jul-15,2,1,INE730A01022,2
749,ORIENTABRA,Orient Abrasives Limited,Grinding Wheels,Abrasives/Grinding Wheels,EQ,15-Dec-05,1,1,INE569C01020,1
750,ORIENTBELL,Orient Bell Limited,,,EQ,14-Feb-07,10,1,INE607D01018,10
751,ORIENTCEM,Orient Cement Limited,,,EQ,12-Jul-13,1,1,INE876N01018,1
752,ORIENTHOT,Oriental Hotels Limited,Hotels,Hotels,EQ,27-Aug-98,1,1,INE750A01020,1
753,ORIENTLTD,Orient Press Limited,,,EQ,03-Mar-10,10,1,INE609C01024,10
754,ORIENTPPR,Orient Paper & Industries Limited,Diversified,Diversified,EQ,29-Mar-95,1,1,INE592A01026,1
755,ORISSAMINE,The Orissa Minerals Development Company Limited,Mining,Mining/Minerals,BE,29-Sep-10,1,1,INE725E01024,1
756,ORTEL,Ortel Communications Limited,,,BZ,19-Mar-15,10,1,INE849L01019,10
757,PAGEIND,Page Industries Limited,Textiles,Textiles - Readymade Apparels,EQ,16-Mar-07,10,1,INE761H01022,10
758,PANACEABIO,Panacea Biotec Limited,Pharmaceuticals,Pharmaceuticals,EQ,17-Apr-96,1,1,INE922B01023,1
759,PANAMAPET,Panama Petrochem Limited,,,EQ,30-Sep-11,2,1,INE305C01029,2
760,PARAGMILK,Parag Milk Foods Limited,,,EQ,19-May-16,10,1,INE883N01014,10
761,PARSVNATH,Parsvnath Developers Limited,Construction,Construction and Contracting - Real Estate,EQ,30-Nov-06,5,1,INE561H01026,5
762,PATELENG,Patel Engineering Limited,Construction,Construction & Contracting - Civil,EQ,24-Feb-05,1,1,INE244B01030,1
763,PATINTLOG,Patel Integrated Logistics Limited,Transport,Transport - Road,EQ,11-Jan-08,10,1,INE529D01014,10
764,PCJEWELLER,PC Jeweller Limited,,,BE,27-Dec-12,10,1,INE785M01013,10
765,PDMJEPAPER,Pudumjee Paper Products Limited,,,EQ,30-Mar-16,1,1,INE865T01018,1
766,PDPL,Parenteral Drugs (India) Limited,Pharmaceuticals,Pharmaceuticals,BE,19-Aug-10,10,1,INE904D01019,10
767,PEL,Piramal Enterprises Limited,,,EQ,08-Feb-95,2,1,INE140A01024,2
768,PENIND,Pennar Industries Limited,Steel,Steel - CR/HR Strips,EQ,25-Nov-10,5,1,INE932A01024,5
769,PENINLAND,Peninsula Land Limited,Construction,Construction & Contracting - Housing,BE,08-Feb-95,2,1,INE138A01028,2
770,PERSISTENT,Persistent Systems Limited,Computers,Computers - Software,EQ,06-Apr-10,10,1,INE262H01013,10
771,PETRONET,Petronet LNG Limited,Petrochem,Petrochem - Others,EQ,26-Mar-04,10,1,INE347G01014,10
772,PFC,Power Finance Corporation Limited,Finance,Finance - Term Lending Institutions,EQ,23-Feb-07,10,1,INE134E01011,10
773,PFIZER,Pfizer Limited,Pharmaceuticals,Pharmaceuticals,EQ,28-Apr-99,10,1,INE182A01018,10
774,PFOCUS,Prime Focus Limited,Entertainment,Entertainment/Multi Media,EQ,20-Jun-06,1,1,INE367G01038,1
775,PFS,PTC India Financial Services Limited,,,EQ,30-Mar-11,10,1,INE560K01014,10
776,PGEL,PG Electroplast Limited,,,EQ,26-Sep-11,10,1,INE457L01011,10
777,PGHH,Procter & Gamble Hygiene and Health Care Limited,FMCG,Personal Care,EQ,07-Jul-04,10,1,INE179A01014,10
778,PGIL,Pearl Global Industries Limited,,,EQ,15-Feb-07,10,1,INE940H01014,10
779,PHOENIXLTD,The Phoenix Mills Limited,Construction,Construction and Contracting - Real Estate,EQ,23-Apr-07,2,1,INE211B01039,2
780,PIDILITIND,Pidilite Industries Limited,Chemicals,Chemicals - Speciality - Others,EQ,29-Mar-95,1,1,INE318A01026,1
781,PIIND,PI Industries Limited,,,EQ,15-Jun-11,1,1,INE603J01030,1
782,PIONDIST,Pioneer Distilleries Limited,Beverages,Beverages - Alcoholic - Distilleries,EQ,15-Jun-10,10,1,INE889E01010,10
783,PIONEEREMB,Pioneer Embroideries Limited,Textiles,Textiles - Hosiery/Knitwear,EQ,16-May-06,10,1,INE156C01018,10
784,PKTEA,The Peria Karamalai Tea & Produce Company Limited,,,BE,19-Aug-15,10,1,INE431F01018,10
785,PLASTIBLEN,Plastiblends India Limited,Plastics,Plastics - Others,EQ,28-Dec-06,5,1,INE083C01022,5
786,PNB,Punjab National Bank,Banks - PSU,Finance - Banks - Public Sector,EQ,24-Apr-02,2,1,INE160A01022,2
787,PNBGILTS,PNB Gilts Limited,Finance,Finance - Investments,EQ,18-Sep-00,10,1,INE859A01011,10
788,PNBHOUSING,PNB Housing Finance Limited,,,EQ,07-Nov-16,10,1,INE572E01012,10
789,PNCINFRA,PNC Infratech Limited,,,EQ,26-May-15,2,1,INE195J01029,2
790,PODDARHOUS,Poddar Housing and Development Limited,,,EQ,10-Apr-17,10,1,INE888B01018,10
791,PODDARMENT,Poddar Pigments Limited,,,EQ,22-Nov-16,10,1,INE371C01013,10
792,POKARNA,Pokarna Limited,,,EQ,07-Jul-16,2,1,INE637C01025,2
793,POLYMED,Poly Medicure Limited,,,EQ,07-Dec-11,5,1,INE205C01021,5
794,POLYPLEX,Polyplex Corporation Limited,Packaging,,EQ,11-Apr-03,10,1,INE633B01018,10
795,PONNIERODE,Ponni Sugars (Erode) Limited,Sugar,Sugar - Others,EQ,16-Apr-02,10,1,INE838E01017,10
796,POWERGRID,Power Grid Corporation of India Limited,Power,Power - Transmission/Equipment,EQ,05-Oct-07,10,1,INE752E01010,10
797,POWERMECH,Power Mech Projects Limited,,,EQ,26-Aug-15,10,1,INE211R01019,10
798,PPAP,PPAP Automotive Limited,Plastics,Plastics - Others,EQ,11-Jan-08,10,1,INE095I01015,10
799,PRAENG,Prajay Engineers Syndicate Limited,Construction,Construction & Contracting - Housing,EQ,02-Jan-07,10,1,INE505C01016,10
800,PRAJIND,Praj Industries Limited,Engineering,Engineering - Heavy,EQ,11-Oct-95,2,1,INE074A01025,2
801,PRAKASH,Prakash Industries Limited,Diversified,Diversified,EQ,10-May-95,10,1,INE603A01013,10
802,PRAKASHSTL,Prakash Steelage Limited,,,EQ,25-Aug-10,1,1,INE696K01024,1
803,PRECAM,Precision Camshafts Limited,,,EQ,08-Feb-16,10,1,INE484I01029,10
804,PRECWIRE,Precision Wires India Limited,Metals,Metals - Non Ferrous - Copper/Copper Alloys - Prod,EQ,06-Sep-95,1,1,INE372C01037,1
805,PREMEXPLN,Premier Explosives Limited,,,EQ,17-Jun-16,10,1,INE863B01011,10
806,PREMIER,Premier Limited,Engineering,Engineering - General,BE,03-Apr-96,10,1,INE342A01018,10
807,PREMIERPOL,Premier Polyfilm Limited,,,EQ,13-Dec-95,5,1,INE309M01012,5
808,PRESSMN,Pressman Advertising Limited,,,EQ,05-Jan-05,2,1,INE980A01023,2
809,PRESTIGE,Prestige Estates Projects Limited,,,EQ,27-Oct-10,10,1,INE811K01011,10
810,PRICOLLTD,Pricol Limited,,,EQ,10-Feb-17,1,1,INE726V01018,1
811,PRIMESECU,Prime Securities Limited,Finance,Finance - Investments,EQ,17-Jun-05,5,1,INE032B01021,5
812,PROZONINTU,Prozone Intu Properties Limited,,,EQ,12-Sep-12,2,1,INE195N01013,2
813,PSB,Punjab & Sind Bank,Banks - PSU,Finance - Banks - Public Sector,EQ,30-Dec-10,10,1,INE608A01012,10
814,PTC,PTC India Limited,Power,Power - Generation/Distribution,EQ,07-Apr-04,10,1,INE877F01012,10
815,PTL,PTL Enterprises Limited,Auto Ancl,Tyres & Tubes,EQ,29-Jan-07,1,1,INE034D01049,1
816,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,Chemicals,Chemicals - Organic - Others,EQ,08-Mar-07,10,1,INE277B01014,10
817,PUNJLLOYD,Punj Lloyd Limited,Construction,Construction & Contracting - Civil,BZ,06-Jan-06,2,1,INE701B01021,2
818,PURVA,Puravankara Limited,Construction,Construction and Contracting - Real Estate,EQ,30-Aug-07,5,1,INE323I01011,5
819,PVR,PVR Limited,Entertainment,Entertainment/Multi Media,EQ,04-Jan-06,10,1,INE191H01014,10
820,QUESS,Quess Corp Limited,,,EQ,12-Jul-16,10,1,INE615P01015,10
821,QUICKHEAL,Quick Heal Technologies Limited,,,EQ,18-Feb-16,10,1,INE306L01010,10
822,RADICO,Radico Khaitan Limited,Finance,Finance - Investments,EQ,18-Jun-03,2,1,INE944F01028,2
823,RADIOCITY,Music Broadcast Limited,,,EQ,17-Mar-17,2,1,INE919I01024,2
824,RAIN,Rain Industries Limited,,,EQ,03-Mar-08,2,1,INE855B01025,2
825,RAJESHEXPO,Rajesh Exports Limited,Jewellery,Diamond Cutting/Precious Metals/Jewellery,EQ,09-Feb-00,1,1,INE343B01030,1
826,RAJSREESUG,Rajshree Sugars & Chemicals Limited,Sugar,Sugar - Integrated,EQ,29-Mar-95,10,1,INE562B01019,10
827,RAJTV,Raj Television Network Limited,Entertainment,Entertainment/Multi Media,EQ,16-Mar-07,5,1,INE952H01027,5
828,RALLIS,Rallis India Limited,Agro,Pesticides/Agro Chemicals,EQ,01-Apr-99,1,1,INE613A01020,1
829,RAMANEWS,Shree Rama Newsprint Limited,Paper,Paper - News Print,EQ,20-Sep-06,10,1,INE278B01020,10
830,RAMASTEEL,Rama Steel Tubes Limited,,,EQ,19-Aug-15,1,1,INE230R01035,1
831,RAMCOCEM,The Ramco Cements Limited,,,EQ,09-Apr-97,1,1,INE331A01037,1
832,RAMCOIND,Ramco Industries Limited,Cement,Cement - Products/Building Materials,EQ,06-Nov-96,1,1,INE614A01028,1
833,RAMCOSYS,Ramco Systems Limited,Computers,Computers - Software,EQ,12-Apr-00,10,1,INE246B01019,10
834,RAMKY,Ramky Infrastructure Limited,Construction,Construction & Contracting - Civil,EQ,08-Oct-10,10,1,INE874I01013,10
835,RANASUG,Rana Sugars Limited,Sugar,Sugar - Others,EQ,24-Feb-05,10,1,INE625B01014,10
836,RANEENGINE,Rane Engine Valve Limited,Auto Ancl,Auto Ancl - Engine Parts,EQ,24-Jun-08,10,1,INE222J01013,10
837,RANEHOLDIN,Rane Holdings Limited,Finance,Finance - Investments,EQ,24-Sep-97,10,1,INE384A01010,10
838,RATNAMANI,Ratnamani Metals & Tubes Limited,Steel,Steel - Tubes/Pipes,EQ,09-May-06,2,1,INE703B01027,2
839,RAYMOND,Raymond Limited,Textiles,Textiles - Woollen/Worsted,EQ,18-Oct-95,10,1,INE301A01014,10
840,RBL,Rane Brake Lining Limited,Auto Ancl,Auto Ancl - Susp. & Braking - Others,EQ,20-Jun-08,10,1,INE244J01017,10
841,RBLBANK,RBL Bank Limited,,,EQ,31-Aug-16,10,1,INE976G01028,10
842,RCF,Rashtriya Chemicals and Fertilizers Limited,Fertilisers,Fertilisers - Nitrogenous/Phosphate,EQ,07-Jan-98,10,1,INE027A01015,10
843,RCOM,Reliance Communications Limited,Telecom,Telecommunications - Service,BE,06-Mar-06,5,1,INE330H01018,5
844,RECLTD,REC Limited,Finance,Finance - Term Lending Institutions,EQ,12-Mar-08,10,1,INE020B01018,10
845,REDINGTON,Redington Limited,,,EQ,15-Feb-07,2,1,INE891D01026,2
846,REFEX,Refex Industries Limited,,,EQ,03-Dec-09,10,1,INE056I01017,10
847,RELAXO,Relaxo Footwears Limited,,,EQ,17-Jun-11,1,1,INE131B01039,1
848,RELIANCE,Reliance Industries Limited,Diversified,Diversified,EQ,29-Nov-95,10,1,INE002A01018,10
849,RELIGARE,Religare Enterprises Limited,,,EQ,21-Nov-07,10,1,INE621H01010,10
850,RELINFRA,Reliance Infrastructure Limited,Power,Power - Generation/Distribution,BE,08-Feb-95,10,1,INE036A01016,10
